from,to,weight,type
SdlozylmEKkBW910mGw1dQ,hWDybu_KvYLSdEFzGrniTw,238552,compliments
SdlozylmEKkBW910mGw1dQ,6s-g2vFu12OemhiK3FJuOQ,168746,compliments
SdlozylmEKkBW910mGw1dQ,GHoG4X4FY8D8L563zzPX5w,112934,compliments
SdlozylmEKkBW910mGw1dQ,OgYi5x02MBukfxPNFe1ePg,75636,compliments
SdlozylmEKkBW910mGw1dQ,RgDVC3ZUBqpEe6Y1kPhIpw,66470,compliments
FyiYuZrIzSkgshdazHZCWw,hWDybu_KvYLSdEFzGrniTw,916265,compliments
FyiYuZrIzSkgshdazHZCWw,6s-g2vFu12OemhiK3FJuOQ,674463,compliments
FyiYuZrIzSkgshdazHZCWw,GHoG4X4FY8D8L563zzPX5w,445284,compliments
FyiYuZrIzSkgshdazHZCWw,OgYi5x02MBukfxPNFe1ePg,304322,compliments
FyiYuZrIzSkgshdazHZCWw,RgDVC3ZUBqpEe6Y1kPhIpw,266923,compliments
nBdv5Br4G8pDWXXqSXhUug,hWDybu_KvYLSdEFzGrniTw,510761,compliments
nBdv5Br4G8pDWXXqSXhUug,6s-g2vFu12OemhiK3FJuOQ,384978,compliments
nBdv5Br4G8pDWXXqSXhUug,GHoG4X4FY8D8L563zzPX5w,249532,compliments
nBdv5Br4G8pDWXXqSXhUug,OgYi5x02MBukfxPNFe1ePg,159484,compliments
nBdv5Br4G8pDWXXqSXhUug,RgDVC3ZUBqpEe6Y1kPhIpw,146980,compliments
g0_x4kVvJAYuk96oCcbOmw,hWDybu_KvYLSdEFzGrniTw,1439982,compliments
g0_x4kVvJAYuk96oCcbOmw,6s-g2vFu12OemhiK3FJuOQ,1000066,compliments
g0_x4kVvJAYuk96oCcbOmw,GHoG4X4FY8D8L563zzPX5w,675427,compliments
g0_x4kVvJAYuk96oCcbOmw,OgYi5x02MBukfxPNFe1ePg,440581,compliments
g0_x4kVvJAYuk96oCcbOmw,RgDVC3ZUBqpEe6Y1kPhIpw,393789,compliments
CHeMEder5ijEoCPLWjto_Q,hWDybu_KvYLSdEFzGrniTw,359801,compliments
CHeMEder5ijEoCPLWjto_Q,6s-g2vFu12OemhiK3FJuOQ,265398,compliments
CHeMEder5ijEoCPLWjto_Q,GHoG4X4FY8D8L563zzPX5w,177155,compliments
CHeMEder5ijEoCPLWjto_Q,OgYi5x02MBukfxPNFe1ePg,114463,compliments
CHeMEder5ijEoCPLWjto_Q,om5ZiponkpRqUNa3pVPiRg,102110,compliments
_BcWyKQL16ndpBdggh2kNA,hWDybu_KvYLSdEFzGrniTw,11381534,compliments
_BcWyKQL16ndpBdggh2kNA,6s-g2vFu12OemhiK3FJuOQ,8408425,compliments
_BcWyKQL16ndpBdggh2kNA,GHoG4X4FY8D8L563zzPX5w,5646762,compliments
_BcWyKQL16ndpBdggh2kNA,OgYi5x02MBukfxPNFe1ePg,4170631,compliments
_BcWyKQL16ndpBdggh2kNA,BmVwbsL8l0imz4slonyMaA,4103113,compliments
cUk4n3GMShdIr5pLyt9PFQ,hWDybu_KvYLSdEFzGrniTw,655915,compliments
cUk4n3GMShdIr5pLyt9PFQ,6s-g2vFu12OemhiK3FJuOQ,440070,compliments
cUk4n3GMShdIr5pLyt9PFQ,GHoG4X4FY8D8L563zzPX5w,300149,compliments
cUk4n3GMShdIr5pLyt9PFQ,OgYi5x02MBukfxPNFe1ePg,192442,compliments
cUk4n3GMShdIr5pLyt9PFQ,om5ZiponkpRqUNa3pVPiRg,176707,compliments
HZRfI9weev2Vr_w0jPF8-Q,hWDybu_KvYLSdEFzGrniTw,637350,compliments
HZRfI9weev2Vr_w0jPF8-Q,6s-g2vFu12OemhiK3FJuOQ,465602,compliments
HZRfI9weev2Vr_w0jPF8-Q,GHoG4X4FY8D8L563zzPX5w,306580,compliments
HZRfI9weev2Vr_w0jPF8-Q,OgYi5x02MBukfxPNFe1ePg,199402,compliments
HZRfI9weev2Vr_w0jPF8-Q,om5ZiponkpRqUNa3pVPiRg,181697,compliments
kaHmTcEoVS3oQvfJfDe8kg,hWDybu_KvYLSdEFzGrniTw,3172403,compliments
kaHmTcEoVS3oQvfJfDe8kg,6s-g2vFu12OemhiK3FJuOQ,2534364,compliments
kaHmTcEoVS3oQvfJfDe8kg,BmVwbsL8l0imz4slonyMaA,1868865,compliments
kaHmTcEoVS3oQvfJfDe8kg,GHoG4X4FY8D8L563zzPX5w,1775340,compliments
kaHmTcEoVS3oQvfJfDe8kg,OgYi5x02MBukfxPNFe1ePg,1583298,compliments
upQwDazroow3rjNMW4PZww,hWDybu_KvYLSdEFzGrniTw,102947,compliments
upQwDazroow3rjNMW4PZww,6s-g2vFu12OemhiK3FJuOQ,80049,compliments
upQwDazroow3rjNMW4PZww,BmVwbsL8l0imz4slonyMaA,65380,compliments
upQwDazroow3rjNMW4PZww,GHoG4X4FY8D8L563zzPX5w,56613,compliments
upQwDazroow3rjNMW4PZww,OgYi5x02MBukfxPNFe1ePg,53059,compliments
TZ53SO335VUAeUt14E0eGQ,hWDybu_KvYLSdEFzGrniTw,57293,compliments
TZ53SO335VUAeUt14E0eGQ,6s-g2vFu12OemhiK3FJuOQ,40987,compliments
TZ53SO335VUAeUt14E0eGQ,GHoG4X4FY8D8L563zzPX5w,26906,compliments
TZ53SO335VUAeUt14E0eGQ,OgYi5x02MBukfxPNFe1ePg,19120,compliments
TZ53SO335VUAeUt14E0eGQ,BmVwbsL8l0imz4slonyMaA,18043,compliments
IPxJLWpKptzpTWlfjFiuHA,hWDybu_KvYLSdEFzGrniTw,568094,compliments
IPxJLWpKptzpTWlfjFiuHA,6s-g2vFu12OemhiK3FJuOQ,439349,compliments
IPxJLWpKptzpTWlfjFiuHA,GHoG4X4FY8D8L563zzPX5w,304423,compliments
IPxJLWpKptzpTWlfjFiuHA,BmVwbsL8l0imz4slonyMaA,287813,compliments
IPxJLWpKptzpTWlfjFiuHA,OgYi5x02MBukfxPNFe1ePg,255916,compliments
YAIxImxlu3jlSdG91T2Pig,hWDybu_KvYLSdEFzGrniTw,465944,compliments
YAIxImxlu3jlSdG91T2Pig,6s-g2vFu12OemhiK3FJuOQ,334506,compliments
YAIxImxlu3jlSdG91T2Pig,GHoG4X4FY8D8L563zzPX5w,221934,compliments
YAIxImxlu3jlSdG91T2Pig,OgYi5x02MBukfxPNFe1ePg,151276,compliments
YAIxImxlu3jlSdG91T2Pig,BmVwbsL8l0imz4slonyMaA,133394,compliments
yi8MUcO3O6ALXErrFuj2_A,hWDybu_KvYLSdEFzGrniTw,447711,compliments
yi8MUcO3O6ALXErrFuj2_A,6s-g2vFu12OemhiK3FJuOQ,352283,compliments
yi8MUcO3O6ALXErrFuj2_A,GHoG4X4FY8D8L563zzPX5w,228838,compliments
yi8MUcO3O6ALXErrFuj2_A,OgYi5x02MBukfxPNFe1ePg,157874,compliments
yi8MUcO3O6ALXErrFuj2_A,BmVwbsL8l0imz4slonyMaA,139763,compliments
4P8qDuDy3C8s6Rkm5wEI4Q,hWDybu_KvYLSdEFzGrniTw,2031445,compliments
4P8qDuDy3C8s6Rkm5wEI4Q,6s-g2vFu12OemhiK3FJuOQ,1549119,compliments
4P8qDuDy3C8s6Rkm5wEI4Q,GHoG4X4FY8D8L563zzPX5w,1008388,compliments
4P8qDuDy3C8s6Rkm5wEI4Q,OgYi5x02MBukfxPNFe1ePg,677170,compliments
4P8qDuDy3C8s6Rkm5wEI4Q,RgDVC3ZUBqpEe6Y1kPhIpw,600290,compliments
-hKniZN2OdshWLHYuj21jQ,hWDybu_KvYLSdEFzGrniTw,1170631,compliments
-hKniZN2OdshWLHYuj21jQ,6s-g2vFu12OemhiK3FJuOQ,856297,compliments
-hKniZN2OdshWLHYuj21jQ,GHoG4X4FY8D8L563zzPX5w,563322,compliments
-hKniZN2OdshWLHYuj21jQ,OgYi5x02MBukfxPNFe1ePg,356405,compliments
-hKniZN2OdshWLHYuj21jQ,om5ZiponkpRqUNa3pVPiRg,330727,compliments
XwbnUSJeDscLDGfe4A1x3Q,hWDybu_KvYLSdEFzGrniTw,786862,compliments
XwbnUSJeDscLDGfe4A1x3Q,6s-g2vFu12OemhiK3FJuOQ,562533,compliments
XwbnUSJeDscLDGfe4A1x3Q,GHoG4X4FY8D8L563zzPX5w,389749,compliments
XwbnUSJeDscLDGfe4A1x3Q,BmVwbsL8l0imz4slonyMaA,307242,compliments
XwbnUSJeDscLDGfe4A1x3Q,OgYi5x02MBukfxPNFe1ePg,297670,compliments
bEC8C904SPszVpMPEUKFNA,hWDybu_KvYLSdEFzGrniTw,206786,compliments
bEC8C904SPszVpMPEUKFNA,6s-g2vFu12OemhiK3FJuOQ,154578,compliments
bEC8C904SPszVpMPEUKFNA,GHoG4X4FY8D8L563zzPX5w,102076,compliments
bEC8C904SPszVpMPEUKFNA,OgYi5x02MBukfxPNFe1ePg,73968,compliments
bEC8C904SPszVpMPEUKFNA,BmVwbsL8l0imz4slonyMaA,70646,compliments
rP--R1kPGdiFlQo_CP6LzA,hWDybu_KvYLSdEFzGrniTw,143801,compliments
rP--R1kPGdiFlQo_CP6LzA,6s-g2vFu12OemhiK3FJuOQ,104113,compliments
rP--R1kPGdiFlQo_CP6LzA,GHoG4X4FY8D8L563zzPX5w,69389,compliments
rP--R1kPGdiFlQo_CP6LzA,OgYi5x02MBukfxPNFe1ePg,42640,compliments
rP--R1kPGdiFlQo_CP6LzA,RgDVC3ZUBqpEe6Y1kPhIpw,38833,compliments
krs31wGmvy1OHr9556aWyg,hWDybu_KvYLSdEFzGrniTw,18258,compliments
krs31wGmvy1OHr9556aWyg,BmVwbsL8l0imz4slonyMaA,18199,compliments
krs31wGmvy1OHr9556aWyg,6s-g2vFu12OemhiK3FJuOQ,16599,compliments
krs31wGmvy1OHr9556aWyg,OgYi5x02MBukfxPNFe1ePg,13352,compliments
krs31wGmvy1OHr9556aWyg,GHoG4X4FY8D8L563zzPX5w,12095,compliments
84HvpQDxcHWmbMDfs8IEYw,hWDybu_KvYLSdEFzGrniTw,2227630,compliments
84HvpQDxcHWmbMDfs8IEYw,6s-g2vFu12OemhiK3FJuOQ,1685084,compliments
84HvpQDxcHWmbMDfs8IEYw,GHoG4X4FY8D8L563zzPX5w,1115326,compliments
84HvpQDxcHWmbMDfs8IEYw,OgYi5x02MBukfxPNFe1ePg,755330,compliments
84HvpQDxcHWmbMDfs8IEYw,om5ZiponkpRqUNa3pVPiRg,667772,compliments
w0Eb3PnZFiyQdWqXYKnx3A,hWDybu_KvYLSdEFzGrniTw,2166664,compliments
w0Eb3PnZFiyQdWqXYKnx3A,6s-g2vFu12OemhiK3FJuOQ,1613872,compliments
w0Eb3PnZFiyQdWqXYKnx3A,GHoG4X4FY8D8L563zzPX5w,1084542,compliments
w0Eb3PnZFiyQdWqXYKnx3A,OgYi5x02MBukfxPNFe1ePg,760374,compliments
w0Eb3PnZFiyQdWqXYKnx3A,BmVwbsL8l0imz4slonyMaA,706151,compliments
3PB1TY8e8NnnHBHTb96p7Q,hWDybu_KvYLSdEFzGrniTw,832006,compliments
3PB1TY8e8NnnHBHTb96p7Q,6s-g2vFu12OemhiK3FJuOQ,638119,compliments
3PB1TY8e8NnnHBHTb96p7Q,GHoG4X4FY8D8L563zzPX5w,424971,compliments
3PB1TY8e8NnnHBHTb96p7Q,BmVwbsL8l0imz4slonyMaA,349028,compliments
3PB1TY8e8NnnHBHTb96p7Q,OgYi5x02MBukfxPNFe1ePg,332627,compliments
sanxwhDER9eW3gTPWpmS0Q,hWDybu_KvYLSdEFzGrniTw,31140,compliments
sanxwhDER9eW3gTPWpmS0Q,6s-g2vFu12OemhiK3FJuOQ,24589,compliments
sanxwhDER9eW3gTPWpmS0Q,GHoG4X4FY8D8L563zzPX5w,17768,compliments
sanxwhDER9eW3gTPWpmS0Q,BmVwbsL8l0imz4slonyMaA,15991,compliments
sanxwhDER9eW3gTPWpmS0Q,OgYi5x02MBukfxPNFe1ePg,14221,compliments
JTqQ9C9S2Qc8_aHtO1965g,hWDybu_KvYLSdEFzGrniTw,1484326,compliments
JTqQ9C9S2Qc8_aHtO1965g,6s-g2vFu12OemhiK3FJuOQ,1112539,compliments
JTqQ9C9S2Qc8_aHtO1965g,GHoG4X4FY8D8L563zzPX5w,743465,compliments
JTqQ9C9S2Qc8_aHtO1965g,OgYi5x02MBukfxPNFe1ePg,520957,compliments
JTqQ9C9S2Qc8_aHtO1965g,BmVwbsL8l0imz4slonyMaA,479069,compliments
Oi1qbcz2m2SnwUeztGYcnQ,hWDybu_KvYLSdEFzGrniTw,39536346,compliments
Oi1qbcz2m2SnwUeztGYcnQ,6s-g2vFu12OemhiK3FJuOQ,29509246,compliments
Oi1qbcz2m2SnwUeztGYcnQ,GHoG4X4FY8D8L563zzPX5w,20041457,compliments
Oi1qbcz2m2SnwUeztGYcnQ,BmVwbsL8l0imz4slonyMaA,17096522,compliments
Oi1qbcz2m2SnwUeztGYcnQ,OgYi5x02MBukfxPNFe1ePg,15808819,compliments
8MKygqfspKqG2-X9ycR-Ow,hWDybu_KvYLSdEFzGrniTw,1198618,compliments
8MKygqfspKqG2-X9ycR-Ow,6s-g2vFu12OemhiK3FJuOQ,874643,compliments
8MKygqfspKqG2-X9ycR-Ow,GHoG4X4FY8D8L563zzPX5w,607863,compliments
8MKygqfspKqG2-X9ycR-Ow,BmVwbsL8l0imz4slonyMaA,509328,compliments
8MKygqfspKqG2-X9ycR-Ow,OgYi5x02MBukfxPNFe1ePg,480062,compliments
CDMDkgXB8kdo3DASMFtf2w,hWDybu_KvYLSdEFzGrniTw,63076,compliments
CDMDkgXB8kdo3DASMFtf2w,6s-g2vFu12OemhiK3FJuOQ,43961,compliments
CDMDkgXB8kdo3DASMFtf2w,GHoG4X4FY8D8L563zzPX5w,29367,compliments
CDMDkgXB8kdo3DASMFtf2w,BmVwbsL8l0imz4slonyMaA,22657,compliments
CDMDkgXB8kdo3DASMFtf2w,OgYi5x02MBukfxPNFe1ePg,22188,compliments
4tVn1wr3PODYI3lzSMjsSw,hWDybu_KvYLSdEFzGrniTw,32176,compliments
4tVn1wr3PODYI3lzSMjsSw,6s-g2vFu12OemhiK3FJuOQ,24935,compliments
4tVn1wr3PODYI3lzSMjsSw,GHoG4X4FY8D8L563zzPX5w,15897,compliments
4tVn1wr3PODYI3lzSMjsSw,OgYi5x02MBukfxPNFe1ePg,10944,compliments
4tVn1wr3PODYI3lzSMjsSw,BmVwbsL8l0imz4slonyMaA,9851,compliments
ytIvCKe0uuqv2ofTqAdxOg,hWDybu_KvYLSdEFzGrniTw,205020,compliments
ytIvCKe0uuqv2ofTqAdxOg,6s-g2vFu12OemhiK3FJuOQ,157975,compliments
ytIvCKe0uuqv2ofTqAdxOg,GHoG4X4FY8D8L563zzPX5w,104251,compliments
ytIvCKe0uuqv2ofTqAdxOg,OgYi5x02MBukfxPNFe1ePg,73167,compliments
ytIvCKe0uuqv2ofTqAdxOg,BmVwbsL8l0imz4slonyMaA,65690,compliments
eopmkPjbMQz9uh1hnZ8nhA,hWDybu_KvYLSdEFzGrniTw,209849,compliments
eopmkPjbMQz9uh1hnZ8nhA,6s-g2vFu12OemhiK3FJuOQ,151528,compliments
eopmkPjbMQz9uh1hnZ8nhA,GHoG4X4FY8D8L563zzPX5w,106504,compliments
eopmkPjbMQz9uh1hnZ8nhA,OgYi5x02MBukfxPNFe1ePg,70957,compliments
eopmkPjbMQz9uh1hnZ8nhA,om5ZiponkpRqUNa3pVPiRg,64207,compliments
aSL_u-ER-Izu8EeIYzIFfg,hWDybu_KvYLSdEFzGrniTw,2466,compliments
aSL_u-ER-Izu8EeIYzIFfg,GHoG4X4FY8D8L563zzPX5w,1676,compliments
aSL_u-ER-Izu8EeIYzIFfg,6s-g2vFu12OemhiK3FJuOQ,1590,compliments
aSL_u-ER-Izu8EeIYzIFfg,om5ZiponkpRqUNa3pVPiRg,1370,compliments
aSL_u-ER-Izu8EeIYzIFfg,OgYi5x02MBukfxPNFe1ePg,1112,compliments
t6UhGYIw-pQH3La-xy-E-g,hWDybu_KvYLSdEFzGrniTw,884930,compliments
t6UhGYIw-pQH3La-xy-E-g,6s-g2vFu12OemhiK3FJuOQ,580040,compliments
t6UhGYIw-pQH3La-xy-E-g,GHoG4X4FY8D8L563zzPX5w,396572,compliments
t6UhGYIw-pQH3La-xy-E-g,OgYi5x02MBukfxPNFe1ePg,261694,compliments
t6UhGYIw-pQH3La-xy-E-g,RgDVC3ZUBqpEe6Y1kPhIpw,232282,compliments
GevrFd8ojonAr4fEQB9WfA,hWDybu_KvYLSdEFzGrniTw,4106529,compliments
GevrFd8ojonAr4fEQB9WfA,6s-g2vFu12OemhiK3FJuOQ,2924610,compliments
GevrFd8ojonAr4fEQB9WfA,GHoG4X4FY8D8L563zzPX5w,1916913,compliments
GevrFd8ojonAr4fEQB9WfA,OgYi5x02MBukfxPNFe1ePg,1277412,compliments
GevrFd8ojonAr4fEQB9WfA,RgDVC3ZUBqpEe6Y1kPhIpw,1143914,compliments
EgzZHrUo6M4oYRjEupctzw,hWDybu_KvYLSdEFzGrniTw,10737,compliments
EgzZHrUo6M4oYRjEupctzw,6s-g2vFu12OemhiK3FJuOQ,8542,compliments
EgzZHrUo6M4oYRjEupctzw,BmVwbsL8l0imz4slonyMaA,7499,compliments
EgzZHrUo6M4oYRjEupctzw,GHoG4X4FY8D8L563zzPX5w,6935,compliments
EgzZHrUo6M4oYRjEupctzw,OgYi5x02MBukfxPNFe1ePg,6381,compliments
vlehgFdySB62xExGaaqEow,hWDybu_KvYLSdEFzGrniTw,1999089,compliments
vlehgFdySB62xExGaaqEow,6s-g2vFu12OemhiK3FJuOQ,1427071,compliments
vlehgFdySB62xExGaaqEow,GHoG4X4FY8D8L563zzPX5w,959187,compliments
vlehgFdySB62xExGaaqEow,OgYi5x02MBukfxPNFe1ePg,700599,compliments
vlehgFdySB62xExGaaqEow,BmVwbsL8l0imz4slonyMaA,687101,compliments
Wme_XX7CkO7hv8H2SPMWlw,hWDybu_KvYLSdEFzGrniTw,54489,compliments
Wme_XX7CkO7hv8H2SPMWlw,6s-g2vFu12OemhiK3FJuOQ,41714,compliments
Wme_XX7CkO7hv8H2SPMWlw,GHoG4X4FY8D8L563zzPX5w,29580,compliments
Wme_XX7CkO7hv8H2SPMWlw,OgYi5x02MBukfxPNFe1ePg,21049,compliments
Wme_XX7CkO7hv8H2SPMWlw,BmVwbsL8l0imz4slonyMaA,20096,compliments
cheyvqlGDDkCBywph0ehzQ,hWDybu_KvYLSdEFzGrniTw,15922,compliments
cheyvqlGDDkCBywph0ehzQ,6s-g2vFu12OemhiK3FJuOQ,11556,compliments
cheyvqlGDDkCBywph0ehzQ,GHoG4X4FY8D8L563zzPX5w,7888,compliments
cheyvqlGDDkCBywph0ehzQ,om5ZiponkpRqUNa3pVPiRg,4648,compliments
cheyvqlGDDkCBywph0ehzQ,OgYi5x02MBukfxPNFe1ePg,4544,compliments
AF2wygvqImI9gbFijr13rw,hWDybu_KvYLSdEFzGrniTw,5422880,compliments
AF2wygvqImI9gbFijr13rw,6s-g2vFu12OemhiK3FJuOQ,4190681,compliments
AF2wygvqImI9gbFijr13rw,GHoG4X4FY8D8L563zzPX5w,2727767,compliments
AF2wygvqImI9gbFijr13rw,OgYi5x02MBukfxPNFe1ePg,1952878,compliments
AF2wygvqImI9gbFijr13rw,BmVwbsL8l0imz4slonyMaA,1840662,compliments
dgGUKdOh2a01OwLw1qgfDw,hWDybu_KvYLSdEFzGrniTw,2985490,compliments
dgGUKdOh2a01OwLw1qgfDw,6s-g2vFu12OemhiK3FJuOQ,2243173,compliments
dgGUKdOh2a01OwLw1qgfDw,GHoG4X4FY8D8L563zzPX5w,1515488,compliments
dgGUKdOh2a01OwLw1qgfDw,BmVwbsL8l0imz4slonyMaA,1233691,compliments
dgGUKdOh2a01OwLw1qgfDw,OgYi5x02MBukfxPNFe1ePg,1179445,compliments
XrPQT1C7rlJtLHZFLmhojg,hWDybu_KvYLSdEFzGrniTw,3052,compliments
XrPQT1C7rlJtLHZFLmhojg,6s-g2vFu12OemhiK3FJuOQ,1866,compliments
XrPQT1C7rlJtLHZFLmhojg,GHoG4X4FY8D8L563zzPX5w,1831,compliments
XrPQT1C7rlJtLHZFLmhojg,om5ZiponkpRqUNa3pVPiRg,1506,compliments
XrPQT1C7rlJtLHZFLmhojg,OgYi5x02MBukfxPNFe1ePg,1259,compliments
lgUKLRsqvhu4DbM9syzq_Q,hWDybu_KvYLSdEFzGrniTw,4738247,compliments
lgUKLRsqvhu4DbM9syzq_Q,6s-g2vFu12OemhiK3FJuOQ,3590041,compliments
lgUKLRsqvhu4DbM9syzq_Q,GHoG4X4FY8D8L563zzPX5w,2373533,compliments
lgUKLRsqvhu4DbM9syzq_Q,BmVwbsL8l0imz4slonyMaA,1777240,compliments
lgUKLRsqvhu4DbM9syzq_Q,OgYi5x02MBukfxPNFe1ePg,1773932,compliments
hfqqP1X-Cy6iy6DdYVNiKg,hWDybu_KvYLSdEFzGrniTw,119732,compliments
hfqqP1X-Cy6iy6DdYVNiKg,6s-g2vFu12OemhiK3FJuOQ,87926,compliments
hfqqP1X-Cy6iy6DdYVNiKg,GHoG4X4FY8D8L563zzPX5w,56750,compliments
hfqqP1X-Cy6iy6DdYVNiKg,OgYi5x02MBukfxPNFe1ePg,37557,compliments
hfqqP1X-Cy6iy6DdYVNiKg,RgDVC3ZUBqpEe6Y1kPhIpw,33026,compliments
jm6zCII7rtT6y04csSUUfw,hWDybu_KvYLSdEFzGrniTw,67561,compliments
jm6zCII7rtT6y04csSUUfw,6s-g2vFu12OemhiK3FJuOQ,56680,compliments
jm6zCII7rtT6y04csSUUfw,BmVwbsL8l0imz4slonyMaA,40615,compliments
jm6zCII7rtT6y04csSUUfw,GHoG4X4FY8D8L563zzPX5w,38289,compliments
jm6zCII7rtT6y04csSUUfw,OgYi5x02MBukfxPNFe1ePg,33886,compliments
lqHAb35BIqVtPAWz2QEb4Q,hWDybu_KvYLSdEFzGrniTw,60978,compliments
lqHAb35BIqVtPAWz2QEb4Q,6s-g2vFu12OemhiK3FJuOQ,34710,compliments
lqHAb35BIqVtPAWz2QEb4Q,GHoG4X4FY8D8L563zzPX5w,28972,compliments
lqHAb35BIqVtPAWz2QEb4Q,OgYi5x02MBukfxPNFe1ePg,21445,compliments
lqHAb35BIqVtPAWz2QEb4Q,BmVwbsL8l0imz4slonyMaA,20691,compliments
BFuqLRBv-bzHJSlYhdpfTg,hWDybu_KvYLSdEFzGrniTw,106324,compliments
