from,to,weight,type
QIlOPJBsn5JDyMW1hrH6GA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,OnQM7wUao_vsIThF3NKjmA,1,reviewed-same-restaurant
OnQM7wUao_vsIThF3NKjmA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,6dwzYxpVGDYorLrI2xHFAQ,1,reviewed-same-restaurant
6dwzYxpVGDYorLrI2xHFAQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,_h-YWrehajI0Ukq3jIf8RQ,1,reviewed-same-restaurant
_h-YWrehajI0Ukq3jIf8RQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Rwh_qYayPQQBswjhgEgOrQ,1,reviewed-same-restaurant
Rwh_qYayPQQBswjhgEgOrQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,_BcWyKQL16ndpBdggh2kNA,1,reviewed-same-restaurant
_BcWyKQL16ndpBdggh2kNA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,oXziKPzqOLuiHaZtDk46bw,1,reviewed-same-restaurant
oXziKPzqOLuiHaZtDk46bw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,WXMuYVbQT7hJqUi3Im_zjA,1,reviewed-same-restaurant
WXMuYVbQT7hJqUi3Im_zjA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Oll5FI2UAN1djkIE6E7zrw,1,reviewed-same-restaurant
Oll5FI2UAN1djkIE6E7zrw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,tizODWDUJ1o2aFtXTa90sA,1,reviewed-same-restaurant
tizODWDUJ1o2aFtXTa90sA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,d0AGYMqX1gLAAvT-7rzSnA,1,reviewed-same-restaurant
d0AGYMqX1gLAAvT-7rzSnA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,YlKoBNxYpo2n3VybrGKGpw,1,reviewed-same-restaurant
YlKoBNxYpo2n3VybrGKGpw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Sj0hDKsyPY1epcrAoqrKKA,1,reviewed-same-restaurant
Sj0hDKsyPY1epcrAoqrKKA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,fsfY2aYkhOEqzhg7Ic7O9w,1,reviewed-same-restaurant
fsfY2aYkhOEqzhg7Ic7O9w,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,OP0N8lptu01G_0ZQvs1NjA,1,reviewed-same-restaurant
OP0N8lptu01G_0ZQvs1NjA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Ga7VLl4eqHnPqz88ubPX4w,1,reviewed-same-restaurant
Ga7VLl4eqHnPqz88ubPX4w,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Z6VE9-lzgiTsY90Q35mh0A,1,reviewed-same-restaurant
Z6VE9-lzgiTsY90Q35mh0A,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,sYk9xqTxlccbSzhiu33KMw,1,reviewed-same-restaurant
sYk9xqTxlccbSzhiu33KMw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Zhzj2wWQtw_tvHj0xkqqwg,1,reviewed-same-restaurant
Zhzj2wWQtw_tvHj0xkqqwg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,U_buCjdNdLgw9Y55LLm3Jg,1,reviewed-same-restaurant
U_buCjdNdLgw9Y55LLm3Jg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,dJnCcW_dFZ8SeU2HtqkuHQ,1,reviewed-same-restaurant
dJnCcW_dFZ8SeU2HtqkuHQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,0Ikg3ZSbmbXs9oEcqbk6jQ,1,reviewed-same-restaurant
0Ikg3ZSbmbXs9oEcqbk6jQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,FHmN9T_hrLw0_c159C9H0w,1,reviewed-same-restaurant
FHmN9T_hrLw0_c159C9H0w,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,aRzKzc6MCEsGPtm3jmJdOQ,1,reviewed-same-restaurant
aRzKzc6MCEsGPtm3jmJdOQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,B5bHqJfM3fG3HA0NHXj_xw,1,reviewed-same-restaurant
B5bHqJfM3fG3HA0NHXj_xw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,h3KYuVHhr59Q-UFloqhLHg,1,reviewed-same-restaurant
h3KYuVHhr59Q-UFloqhLHg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,d_Qfst62sA1xHLMCmWFMOg,1,reviewed-same-restaurant
d_Qfst62sA1xHLMCmWFMOg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,P4iywYHwhZuersWm5moVuw,1,reviewed-same-restaurant
P4iywYHwhZuersWm5moVuw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,sikiGcd384LrU97L_3ClKA,1,reviewed-same-restaurant
sikiGcd384LrU97L_3ClKA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,XA_2oMNc9IZtFFHUSrYMRw,1,reviewed-same-restaurant
XA_2oMNc9IZtFFHUSrYMRw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,9nCRW9Uj00i7IvJb4sqWsQ,1,reviewed-same-restaurant
9nCRW9Uj00i7IvJb4sqWsQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Z6l4EBQohw_4TwJHkv3UfA,1,reviewed-same-restaurant
Z6l4EBQohw_4TwJHkv3UfA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,KvT4idMwDO2Bi8-_hYLt2g,1,reviewed-same-restaurant
KvT4idMwDO2Bi8-_hYLt2g,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,fOcoJDLzt_354ftgzvLqPw,1,reviewed-same-restaurant
fOcoJDLzt_354ftgzvLqPw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Zhft5lwx7tcpCf6hOkJmpQ,1,reviewed-same-restaurant
Zhft5lwx7tcpCf6hOkJmpQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,shoFkasib1MtqWdU9MUnvA,1,reviewed-same-restaurant
shoFkasib1MtqWdU9MUnvA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,ssk8jw1gTdWSN_KqFvO06g,1,reviewed-same-restaurant
ssk8jw1gTdWSN_KqFvO06g,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,JfLR1eEJjLjTKhCFogCFrQ,1,reviewed-same-restaurant
JfLR1eEJjLjTKhCFogCFrQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,ih6M2bXdfs3n_WugCPXQNQ,1,reviewed-same-restaurant
ih6M2bXdfs3n_WugCPXQNQ,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,gKZxHiaweWtCLG9kI_ZyDw,1,reviewed-same-restaurant
gKZxHiaweWtCLG9kI_ZyDw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,xjbDJgEBqKVtjxlYKotswg,1,reviewed-same-restaurant
xjbDJgEBqKVtjxlYKotswg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,tYACqqFeCONY4LhQO5Xonw,1,reviewed-same-restaurant
tYACqqFeCONY4LhQO5Xonw,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,xgjhHk82pMGIEp4Q9WTHqg,1,reviewed-same-restaurant
xgjhHk82pMGIEp4Q9WTHqg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,X7zm8FuL1iDfIbfFK9WFBg,1,reviewed-same-restaurant
X7zm8FuL1iDfIbfFK9WFBg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,BbmvVm0kYqAgZFbRSfm7eA,1,reviewed-same-restaurant
BbmvVm0kYqAgZFbRSfm7eA,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,NfblPiiYfhlPT8qVoj93tg,1,reviewed-same-restaurant
NfblPiiYfhlPT8qVoj93tg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,yFS2meTI_5XwEe3W369bQg,1,reviewed-same-restaurant
yFS2meTI_5XwEe3W369bQg,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Ov2SonOP_EOpkGhhwxVC6w,1,reviewed-same-restaurant
Ov2SonOP_EOpkGhhwxVC6w,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,XIcTYpfz5l_uVHFiF4U09w,1,reviewed-same-restaurant
XIcTYpfz5l_uVHFiF4U09w,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,z1WRzzTgsH1-qKuUggwX7Q,1,reviewed-same-restaurant
z1WRzzTgsH1-qKuUggwX7Q,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,HOTC8eFl1p1eSF5g3t6s_Q,1,reviewed-same-restaurant
HOTC8eFl1p1eSF5g3t6s_Q,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
paCWvJDzJdFDfPMLAUbZlw,Of6tZ1bsx0TqOoMC098W6Q,1,reviewed-same-restaurant
Of6tZ1bsx0TqOoMC098W6Q,paCWvJDzJdFDfPMLAUbZlw,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,EuU4rgWWkIDc-hKd7-XaKw,1,reviewed-same-restaurant
EuU4rgWWkIDc-hKd7-XaKw,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,PzHHr5_J8DQOzo4SN_40yA,1,reviewed-same-restaurant
PzHHr5_J8DQOzo4SN_40yA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,ff2iJzNaUKZdaXdjEZBVRQ,1,reviewed-same-restaurant
ff2iJzNaUKZdaXdjEZBVRQ,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,9lrnYSMdL7Wf-9I-o6aUaA,1,reviewed-same-restaurant
9lrnYSMdL7Wf-9I-o6aUaA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,OepF2bxE_ERY515dWvmtDQ,1,reviewed-same-restaurant
OepF2bxE_ERY515dWvmtDQ,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,6WqSakMBfLDGLe5B3iL4BA,1,reviewed-same-restaurant
6WqSakMBfLDGLe5B3iL4BA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,A9md-211q6BWlSn5EkTwJw,1,reviewed-same-restaurant
A9md-211q6BWlSn5EkTwJw,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,JvljCKbnjcDFrWkrqQUdEQ,1,reviewed-same-restaurant
JvljCKbnjcDFrWkrqQUdEQ,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,Lmam0jm8EReVm2EAArkjfQ,1,reviewed-same-restaurant
Lmam0jm8EReVm2EAArkjfQ,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,QLPylO8wa5C4XeY4LhGUuw,1,reviewed-same-restaurant
QLPylO8wa5C4XeY4LhGUuw,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,xqWgIpVyEkj9KSKuoxqc2Q,1,reviewed-same-restaurant
xqWgIpVyEkj9KSKuoxqc2Q,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,N0inGRa7JtVeOdoGuv1iOg,1,reviewed-same-restaurant
N0inGRa7JtVeOdoGuv1iOg,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,-RV-gM2t2sp23BfZGVK6gA,1,reviewed-same-restaurant
-RV-gM2t2sp23BfZGVK6gA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,JtvWtlZ5GzyTyRnON_ncEw,1,reviewed-same-restaurant
JtvWtlZ5GzyTyRnON_ncEw,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,d-MA6q8ANZeeWJlF0escKA,1,reviewed-same-restaurant
d-MA6q8ANZeeWJlF0escKA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,frK2-80WEBPA0g0YAP_jcA,1,reviewed-same-restaurant
frK2-80WEBPA0g0YAP_jcA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,y-rTHv87cy-M5fd0UyNlFQ,1,reviewed-same-restaurant
y-rTHv87cy-M5fd0UyNlFQ,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,_rLQ_O6F3x22ma0kJQyajg,1,reviewed-same-restaurant
_rLQ_O6F3x22ma0kJQyajg,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,lmQz2SutpT697wbZHHXaAg,1,reviewed-same-restaurant
lmQz2SutpT697wbZHHXaAg,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,UrY-jqh5gSCt-jPfuQodyg,1,reviewed-same-restaurant
UrY-jqh5gSCt-jPfuQodyg,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,f0iFs8GGMdxeHvmzTmPMUA,1,reviewed-same-restaurant
f0iFs8GGMdxeHvmzTmPMUA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,KTMNUAVdbLo32dULFOzKCg,1,reviewed-same-restaurant
KTMNUAVdbLo32dULFOzKCg,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,itJ4Rc3JyOdUP8D-m5iGUQ,1,reviewed-same-restaurant
itJ4Rc3JyOdUP8D-m5iGUQ,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,70OyJY2myYaRr7dhTaq8kA,1,reviewed-same-restaurant
70OyJY2myYaRr7dhTaq8kA,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,ggVepjOaLKyUA2m4G4rlLg,1,reviewed-same-restaurant
ggVepjOaLKyUA2m4G4rlLg,BNKwpze_HDmShffe4WqN4A,1,reviewed-same-restaurant
BNKwpze_HDmShffe4WqN4A,DRVXeUXPTFdUdoqf0hkrlw,1,reviewed-same-restaurant
