id,people_name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
46Wi08T5D3phf3SMgi7U3w,Jeff,838,2011-05-14 00:25:18,3763,1593,2768,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",105,4.12,51,9,0,0,0,73,136,183,183,102,61
Vm0fyrUjwMTDgwqV6DhqDw,Caroline,322,2010-03-17 22:19:17,479,63,167,"2013,2014,2015,2016",28,3.84,8,4,1,2,0,14,17,13,13,7,7
KwC7I2KR-HlEb3KSH4a0bw,Jill,20,2007-06-05 22:44:08,51,21,32,,6,4.05,4,0,0,0,0,2,1,2,2,0,0
K1atdJqtMk__T3t_aR1sqg,Michael,34,2010-10-18 21:31:39,50,10,12,,0,3.59,0,1,0,0,0,1,2,0,0,0,0
t3GdQhAtOP3GYI7JF_49vg,Maria,510,2010-01-10 22:15:53,1081,220,532,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",66,3.96,36,5,5,0,0,31,37,73,73,70,14
0xEO0EHf9yuNQ0rA59EH1A,Jay,64,2010-01-12 08:53:54,88,14,13,,0,3.51,0,0,0,0,0,9,0,1,1,0,0
8wHKhb9wqIHca43Xr1xJZQ,Jen,603,2007-04-06 19:45:38,891,858,720,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",47,4.17,84,9,0,11,4,30,34,76,76,16,4
r3QwSgi5reE4IUNDcDRM2g,Sean,654,2012-01-31 16:11:16,770,425,289,,14,4.01,1,7,0,0,0,9,15,7,7,1,1
iliPyjM1n5TMV6QaCfCNIQ,Harriet,33,2008-09-12 09:50:07,81,32,25,,7,3.11,0,0,1,0,0,2,2,0,0,2,2
L0yksjKsJrvY6CBGGuX70Q,Mike,80,2011-06-17 01:22:16,187,85,29,,5,3.15,2,1,0,0,0,0,0,2,2,2,1
cFaHx-FkCnzdfF8BccukIg,Morton,987,2008-11-11 21:13:38,917,230,213,,30,3.47,3,2,1,1,0,13,11,8,8,4,7
FQ-zmWPEG_pjSQx6pt3Efw,Jimmie,293,2009-11-20 17:23:00,279,66,68,,9,3.9,6,2,1,1,0,12,4,6,6,5,0
302kcRtUp1vNds8tN3tr6Q,Stephen,39,2010-02-06 23:56:48,67,15,12,,1,3.65,1,1,0,0,0,1,1,2,2,0,0
f3AZHdFgVpB5oglDz4kvyQ,Anthony,68,2010-05-03 20:41:46,97,8,29,,1,4.57,1,0,0,0,0,0,3,2,2,1,2
tvfn8CFaHWfrYNj0UoYl2w,Delia,21,2012-10-07 22:31:17,14,8,1,,0,3.96,0,0,0,0,0,1,0,0,0,0,0
R-s0RjtnCRaeVW_dZ5DYbw,Jenna,139,2007-03-19 19:11:24,689,336,520,"2007,2008,2009,2010",22,4.05,128,10,7,14,7,60,62,136,136,15,7
n5NatlzIpc17OOvAFqujHA,Xerxes,1210,2011-12-10 00:11:59,7798,3896,4865,"2012,2013,2014,2015,2016,2017,2018",441,3.84,255,56,22,15,17,1262,2279,824,824,216,174
Uc1XT_PSU560yjARWTc2uw,Rich,240,2011-09-27 16:58:24,806,238,396,"2013,2014",18,3.59,18,6,4,1,0,15,22,31,31,14,0
1Da1hioMYHkaG_i0-IfcIw,Eliza,5,2009-08-05 02:06:41,2,0,0,,0,3.17,0,0,0,0,0,0,0,1,1,0,0
j_orXueAYJBft-VUNbs1IA,Mark,1612,2010-12-24 02:54:41,2131,697,821,"2012,2013,2014,2015,2016,2017,2018,2019",89,3.48,38,19,11,1,5,125,190,98,98,38,65
viQc2PJIsxIE5-rnWXwkUg,Ed,154,2010-06-29 22:10:33,86,29,38,,5,4.02,0,0,0,0,0,4,10,0,0,2,1
uIKD7cJF4ZWkicin2ulWPg,Gina,418,2012-03-27 07:45:28,1004,439,333,"2013,2014,2015,2016,2019,20,20,2021",33,3.3,13,6,6,2,0,42,38,20,20,13,4
2x6zQomtMOfnpWXLUqv5Sw,Rich,68,2012-05-23 00:32:47,58,3,10,,4,3.99,0,0,0,0,0,1,1,0,0,0,0
btbEMZMN4BMsUi3dlEtWdA,Kerry,15,2011-01-23 15:28:56,17,4,3,,1,4.2,0,0,0,0,0,0,1,0,0,0,0
ImGwI8WyU0yE301jso9Y_Q,Donnell,32,2010-12-26 15:06:18,18,6,2,,3,4.26,0,1,0,0,0,2,1,3,3,0,0
-ne-7caCLAk2j3kD7tzBGw,Kev,335,2009-03-13 18:16:57,365,118,92,,6,2.77,2,2,1,0,0,11,10,10,10,1,0
V4bIBHc0XeOVv-W0wfJaPA,Joanna,88,2010-02-16 22:39:25,104,18,14,,0,3.76,0,1,0,0,0,3,1,1,1,1,0
ppsm8EDKjA1fp1yTCP3RrQ,Steve,1187,2011-01-28 03:35:01,4419,1248,1625,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",87,3.69,43,19,2,1,3,75,61,93,93,102,8
Djxt8nbOFGJK6F0bzOnL3g,Diana,46,2011-08-06 15:06:53,42,6,4,,1,3.63,0,0,0,0,0,0,1,0,0,0,0
lRRuTimITgwzoXLIM3g9qw,Tim,478,2011-01-25 18:27:09,4000,1655,2708,"2012,2013,2014,2017,2018,2019,20,20,2021",107,3.71,143,27,11,8,2,279,556,543,543,99,126
FRrDy332kx71MzTzbgaRIw,Lexi,273,2011-03-16 15:33:44,492,99,216,"2011,2012,2013,2014,2015,2016,2017",15,3.91,44,1,0,1,0,14,18,34,34,29,1
Br_Smhj4sBAwXDm5G-a8tg,Walt,57,2007-10-16 01:17:33,69,29,29,,6,3.54,1,1,0,1,0,9,6,4,4,0,0
v8QDpDDmt9iEyr_bLNPihw,Alison,34,2007-07-13 19:34:34,14,8,3,,1,3.5700000000000003,1,1,0,0,0,0,2,2,2,0,0
0ZUHtvIiZ1DPKKDTiieuKA,James,19,2010-01-02 09:45:48,45,16,18,,4,3.25,1,0,0,0,0,1,0,0,0,0,1
AbC_IcLriK_cxl5OWO88dA,Lisa,22,2008-12-21 19:54:40,27,3,7,,1,3.27,1,0,0,0,0,2,1,0,0,1,0
HiKXqt366G3FmHZyIxM20g,Keyshaun,406,2010-09-27 23:59:33,855,215,523,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",62,3.79,26,13,4,0,0,60,48,112,112,27,19
9Ffa26SH-_tyAzfZ7vVbLA,Ron,98,2011-07-08 20:24:18,163,91,52,"2014,2015,2016",9,3.94,1,0,0,0,0,1,13,5,5,3,1
uDBhAaDQSDPtR7DxfDTBsQ,Paul,14,2011-02-20 00:13:29,52,9,20,,3,4.36,0,0,0,0,0,0,0,0,0,0,0
0lk6Qr6_L0aQuQXeJWtXoQ,Jae,16,2011-08-24 01:39:50,14,5,7,,0,3.81,0,0,0,0,0,1,0,0,0,0,0
B-V1eJcIwouZuUrMFQkmnA,Marianna,182,2012-01-30 22:25:37,250,88,70,"2012,2013,2014,2015",9,3.98,0,1,0,0,0,9,5,2,2,3,1
M7XPWbierjOgpEIA7zNpYw,Audrey,256,2009-12-30 22:49:16,187,60,85,2021,6,4.02,0,0,1,0,0,24,6,4,4,2,3
akUC5qP68u0_frTwHLl61w,Stephanie,606,2012-08-23 00:47:47,711,105,294,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",17,4.14,4,2,5,0,0,19,19,9,9,6,2
1Uc6NwkainkN_UQCfxsl-w,Steven,116,2008-07-25 01:15:11,169,39,66,"2012,2013,2014",7,3.76,6,7,0,0,0,3,3,6,6,3,1
8ybqiIIq9AWe4AmrQEq8qA,Gary,449,2009-02-03 12:36:08,873,125,172,,29,3.81,2,2,0,0,1,8,14,11,11,13,5
CjJhEzdWQNEKa7grwPRQyg,Stephanie,432,2011-04-26 02:55:59,1503,334,998,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",81,4.29,70,8,0,6,0,44,80,87,87,64,36
Y8uEQnccKOpgdYOE3ls1ug,Loni,170,2011-08-01 13:57:47,300,42,100,"2013,2014,2015",24,3.94,12,2,0,1,0,18,16,4,4,1,5
ZPpuU4Kz1SrFTrKDQ9S3AQ,Ali,160,2009-08-05 20:54:54,188,79,64,"2011,2012",9,3.3,1,2,2,0,0,4,3,3,3,1,0
Zp1o52IRl92dunmsfiT96g,Shannon,354,2011-07-03 20:11:27,502,116,153,"2013,2014,2015,2016",15,3.92,12,3,5,0,0,12,12,12,12,8,0
ulRdB25JWcztx_n6N67yog,John,14,2009-06-01 18:49:46,71,64,31,,4,3.21,0,2,0,1,0,1,1,3,3,0,0
FXW16a1QddonpF-h3NtxPg,Christian,442,2009-02-11 01:36:31,1412,566,772,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",42,3.41,81,4,1,0,0,121,128,157,157,51,15
ie3HZwb8z-2_89OBSNPelA,Joy,15,2010-02-04 13:10:23,32,5,12,,2,4.4,1,0,0,0,0,3,0,0,0,0,0
V52Szy8N3uQI1RL1NtBppQ,John,25,2010-07-30 19:34:08,34,5,1,,0,3.15,0,1,0,0,0,1,2,0,0,0,0
Jr2LXT34rQlGZAnSIQMnrg,Grace,22,2010-07-11 15:48:36,20,3,5,,1,3.78,0,1,0,0,0,0,1,2,2,0,0
ORCoaxJAQ-hsP3pdXXGm0g,Michael,9,2011-07-14 23:23:54,12,4,2,,0,2.83,0,0,0,0,0,0,0,0,0,0,0
pzikC7tVCIcGSX9XkyKmDw,Fawn,34,2011-02-24 20:27:20,72,41,11,,7,3.49,5,0,1,0,0,7,4,3,3,4,0
Xk6ZzhcWxX75itP-4Am3Zg,Daniel,54,2011-05-20 22:18:27,34,15,13,,1,4.48,0,0,0,0,0,0,0,0,0,1,0
jmDZZp__5cmDtjgJCsP14w,Liz,32,2011-10-27 02:33:05,18,2,0,,4,3.61,0,0,1,0,0,1,0,0,0,0,0
CDxlgCoUoNRV3VMkYZrUuQ,Suzanne,242,2009-09-25 18:27:06,703,141,194,"2011,2012,2013,2014,2015,2016",33,3.64,18,4,2,2,0,12,22,20,20,10,0
178lUNiULUgxi8fdm1zXmA,Krystle,196,2011-07-05 22:36:15,162,83,42,,10,3.29,7,2,0,0,0,7,8,4,4,3,1
dbXkAASzuhjzGw8CfnJZpg,Adriana,14,2011-12-03 11:42:19,5,2,1,,1,4.33,0,0,0,0,0,0,0,0,0,0,0
Bsu3ccgJn6lPULP9oAW8Ug,Eliz,258,2008-07-17 18:55:24,362,49,85,,25,3.64,5,5,0,5,0,11,7,12,12,2,1
lXIJsJxVnKAy27nJB7BoKw,Lawrence,72,2010-04-09 12:48:07,54,23,14,,2,4.07,0,1,1,0,0,6,7,4,4,0,0
DhUEuSrGJfONLDixnP3YkQ,Heather,199,2008-10-15 17:40:31,316,37,60,2021,7,4.47,3,1,0,0,0,5,6,6,6,1,1
90LRTAl9knIOAN_HwHqcBQ,Laura,179,2009-03-15 15:02:12,214,33,55,2016,7,3.95,0,1,0,0,0,7,5,9,9,3,1
jPmh43jMBHn_n21tXXWfBQ,Patrick,104,2006-09-24 20:25:21,139,35,32,,3,3.52,0,1,0,0,0,0,1,1,1,3,0
hs9HYNgFw_aKlmv4E6X4HA,Holly,28,2009-08-02 17:35:11,35,5,9,,1,4.27,1,0,0,1,0,2,1,1,1,0,0
XqbxftANPq79P7qzYc66BQ,Gino,38,2008-03-29 00:34:45,32,3,15,,3,4.71,1,0,0,0,0,1,0,1,1,1,0
9jcbhGaI0qXnueQU7NupWg,Edward,165,2010-01-03 16:41:42,323,61,82,"2012,2013",9,4.32,0,1,1,0,0,13,29,10,10,8,7
CEDI5Z-LuByMWIlAgCathQ,Magan,182,2009-02-10 19:30:35,411,79,95,"2009,2010,2011",13,3.51,5,9,1,2,1,11,11,7,7,5,0
Ny8VQEuYr-zOPs996yuByw,Gina,68,2009-10-16 16:19:23,118,19,22,,1,3.72,0,0,0,0,0,3,1,0,0,0,0
byiQoMnnMkohZTdPty2jDw,Grace,11,2010-05-17 21:03:47,13,3,6,,4,4.45,0,0,0,0,0,0,0,1,1,0,0
wLFuvZ59HGUJZ3QBgqlmAg,Martin,149,2010-11-04 20:01:41,295,78,71,,11,3.3,2,0,0,0,0,9,4,3,3,0,0
DMU_zGhv60Bs6rzzPBHcbw,Jen,34,2009-09-08 19:46:14,29,12,6,,2,4.0,1,0,0,0,0,2,1,1,1,0,0
WIdUAxJqXKp2imC_BfcxMg,Jason,320,2009-05-12 16:25:45,792,103,167,"2014,2015,2016,2017,2018,2019,20,20,2021",13,3.38,2,1,1,0,0,21,10,9,9,9,0
Wk_xohYcysEWnkhOp3sBSA,Hoang,358,2009-02-16 21:18:52,763,234,371,"2014,2015,2016,2017,2018,2019",24,3.83,20,3,2,1,0,34,35,31,31,12,8
BDTxlHnar4JkDaiRvBDQ1g,Ethel,39,2012-01-13 17:47:57,36,4,8,,1,3.98,0,0,0,0,0,0,0,0,0,0,1
enqJBst_OUDQRht7vgyanQ,Vernon,21,2011-10-27 17:59:57,24,12,6,,0,3.62,0,1,0,0,0,0,0,1,1,0,0
cVO_lPMztnwFj3bJ14ZiaA,Sal,71,2012-09-10 03:34:23,38,8,15,,2,3.69,0,0,1,0,0,1,1,0,0,0,0
zUk_Ww2q1At1QSyRbUjIGQ,Tricia,1238,2009-11-09 20:33:10,3413,1246,2742,"2015,2016,2017,2018,2019,20,20,2021",112,4.0,38,9,1,1,0,61,97,86,86,33,107
v98WXw1EToiuPIxtE0aekQ,Joanne,457,2009-06-19 12:51:00,594,113,212,"2012,2013,2014,2015,2016,2017",19,3.73,7,3,0,0,0,22,13,9,9,11,8
uwTOZUnu_Q6pmJFz1GeYwQ,Tinique,52,2011-08-28 23:48:02,63,8,11,,6,4.17,0,1,0,2,0,1,3,0,0,0,0
tYe3wHZB77lCG4ThTJ3gRQ,Christina,256,2012-01-27 16:15:57,366,130,87,"2015,2016",11,3.65,8,1,0,0,0,7,13,7,7,3,1
HOy4vtxyF-UD9bv9jmZGEw,Jaime,102,2009-04-19 23:24:18,150,14,37,,5,4.08,2,0,0,0,0,1,2,4,4,0,0
_uCkOF1vGF_JHfWUWOXbZQ,Brian,76,2009-11-09 01:46:30,199,70,43,,0,3.1,0,0,0,0,0,4,4,1,1,0,0
KqzgupvHOVfYQhefLBQxzg,Thuy,40,2010-11-17 20:58:49,112,18,22,,1,3.88,2,0,0,0,0,1,0,0,0,1,0
qKQqNChjWL81xYEqI5kFvQ,Carolyn,85,2010-05-19 20:06:05,205,31,60,,7,3.58,1,0,1,0,0,1,2,2,2,2,3
7mR9VdjCWMUcZbcH4exW5A,DjCurly,1,2011-05-31 23:36:46,1,0,0,,1,5.0,0,0,0,0,0,0,0,0,0,0,0
mswloq-IjRr9yXLhBqBPAw,David,983,2010-01-17 16:40:55,970,203,311,"2011,2012,2013,2014,2015,2016,2017,2018,2019",65,3.84,11,4,0,2,0,24,31,24,24,11,17
c8om07xCmh4E_qebuBV1Ew,Brenda,12,2012-01-30 14:50:27,6,1,2,,0,4.75,0,0,0,0,0,0,0,0,0,0,0
v8svU5JLgN-Ega0nRbRS1A,Jadiey,89,2011-11-18 17:57:49,161,46,69,"2016,2017,2018,2019",16,3.66,5,1,0,0,0,7,11,7,7,3,6
Ui3xDdl6gAYcRqNlID6yAw,Robert,42,2008-07-21 17:23:19,60,25,29,,4,3.35,1,1,1,0,0,0,1,1,1,1,0
RjnImmAbQj5i3lj3ahqPMQ,Anthony,11,2011-04-10 01:59:13,9,1,3,,0,4.36,0,0,0,0,0,1,0,1,1,0,0
1VEzBgpdMYDKtnsWu_uKaQ,Faith,16,2012-04-06 14:58:52,21,6,5,,0,2.68,0,0,0,0,0,2,2,0,0,0,0
FV6QtuA5P52Cm5q7SOeMLQ,Nj,5,2011-10-01 20:26:33,6,0,0,,0,4.2,0,0,0,0,0,0,0,0,0,0,0
vH30u2I54Sgesml2M7QDRg,Edward,98,2011-05-18 02:13:17,127,40,31,,2,3.03,0,0,0,0,0,0,1,1,1,2,0
003WJL38WXmJjSWw3G1dng,Dina,43,2012-06-15 02:24:52,52,29,11,,3,3.92,2,3,0,0,0,0,1,0,0,0,0
aR6rQMWqxMBVch13dGCnSg,Sarah,189,2011-04-05 04:53:32,305,48,154,"2015,2016,2017,2018,2019,20,20,2021",17,4.2,16,3,1,0,0,24,27,51,51,9,13
KdGGV9cAFMk7v_7BsWObag,Kendall,22,2011-07-10 16:40:21,36,1,12,,0,3.82,0,0,0,0,0,0,0,0,0,0,0
JSpwp4pAp_Hu4xmPuNitBA,Katherine,30,2009-03-23 16:28:14,36,6,8,,1,3.77,0,1,2,0,0,2,2,0,0,0,0
qjZRsKI8uuKrJKRYy-9i9g,Tina,15,2010-08-18 05:33:08,36,9,9,,2,3.63,0,1,1,0,0,0,0,1,1,2,1
zfD3xhVNkGJs-AOOSslqtQ,Karen,762,2009-11-24 13:24:17,745,153,227,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",25,3.61,6,1,4,1,0,38,11,21,21,6,3
d8FwfuFM9SJA3kU_cIQ3aw,Nancy,501,2010-01-09 18:43:02,545,127,194,"2015,2016,2017,2018",18,3.76,7,2,0,2,0,10,8,6,6,7,5
vUiebV27kFKne70hRP-L4A,Jen,93,2011-05-14 19:05:42,72,36,40,,2,3.77,2,0,0,0,2,0,4,2,2,3,1
0Ce-iZttI9NFAuQJ1qWsBw,Cathy,94,2011-01-22 12:05:54,75,12,17,,1,3.75,0,1,0,0,0,2,2,0,0,1,0
r-VHUiaLkjNsBxGdSqhbRQ,Katherine,8,2012-05-26 15:05:15,12,0,3,,0,4.38,0,0,0,0,0,0,0,0,0,0,0
UKjsdQvypama0X_henp77A,Neha,187,2012-01-27 19:24:06,199,41,87,"2018,2019,20,20,2021",17,4.02,1,0,0,0,0,6,2,5,5,1,3
7xWrRJ5kfgcQyQ3UL3fImQ,Mark,532,2012-05-24 03:13:57,479,131,172,"2015,2016,2017,2018,2019,20,20,2021",18,3.75,2,0,1,0,0,14,6,9,9,2,1
YqiMF5KzIw8xP494HNuKdw,Jude,634,2011-09-08 15:22:33,725,348,217,"2014,2015,2016,2017,2018,2019,20,20,2021",27,3.75,19,4,2,0,0,16,20,11,11,19,8
zkUag7nMlqepogNJIi4EoA,Lewis,38,2012-02-10 02:10:38,38,6,7,,1,3.14,1,0,0,0,0,0,1,0,0,0,1
nMw5xm9h6xFXdsNbG3b80Q,Rose,29,2011-06-03 01:26:04,42,8,4,,0,3.91,0,1,0,0,0,0,1,0,0,0,0
2lqkA5fK2STpx_kKAapMQw,Jim,30,2011-04-07 14:13:37,90,13,18,,2,3.0,1,0,0,1,0,1,0,1,1,1,0
ei3O4gS4YaEfQW2vpDdYkA,Marissa,572,2011-01-23 00:58:18,496,178,189,"2014,2015,2016",20,3.93,5,2,0,1,0,18,14,8,8,8,1
tVMwKnashaK7V00XIRjtgw,Melissa,67,2012-02-18 23:09:52,58,11,13,,0,3.8,0,0,0,0,0,2,1,0,0,0,0
OpC4-jK9ZoEFvIyxhPuOnA,DúMond,35,2012-09-28 05:53:30,38,7,7,,4,3.54,0,0,0,0,0,0,2,2,2,0,0
wszI8TKqFEuaQjxEYrt-qA,Danielle,27,2012-02-12 00:37:21,23,3,7,,2,4.22,2,0,0,0,0,0,0,0,0,0,0
OpVo6uoypyDGIuGiGrwLEw,Patrick,288,2011-02-08 21:03:27,445,68,105,"2014,2015,2016,2017,2018,2019,20,20,2021",19,4.07,1,1,0,0,0,14,9,7,7,5,3
OLGQ7alK4VKl3YdQk6UF5g,Michelle,1402,2010-04-19 19:23:27,6628,2105,3901,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",177,3.78,146,12,5,3,2,145,222,264,264,154,182
CBHpTYlMeG6kMo0a7LODkA,Feebee,271,2010-12-21 03:17:24,905,362,500,"2014,2015,2016,2017,2018,2019,20,20,2021",51,3.86,52,6,3,3,1,26,44,64,64,31,11
n-_wD3k6Np8T5jxc9NojuQ,jay,139,2011-01-23 14:48:15,216,106,48,,1,3.4,0,0,0,0,0,8,3,1,1,4,0
QNbyE5TLpEqyp5ZT0VIqpw,Gary,51,2010-02-21 00:41:19,33,9,7,,0,3.77,0,0,0,0,0,2,0,0,0,0,0
io9ib3Of3h3aUe0lbF1GwQ,T,19,2012-06-07 02:57:46,20,5,4,,1,2.64,0,0,0,0,0,2,0,0,0,0,0
V0c-AS2FFCeSaV-3JfG5vA,Jeannette,1012,2009-12-03 23:16:01,11112,6821,10041,"2015,2016,2017,2018,2019,20,20,2021",184,4.2,632,27,45,25,3,249,2704,1957,1957,174,158
wVZMFgBWx9_NtOeTVncmZA,JerPz,136,2007-10-28 20:54:05,123,13,24,,3,3.95,0,1,0,0,0,5,1,2,2,1,0
ChRpi0qtrDHAY95LA3Zmhw,David,191,2011-09-24 07:33:31,393,64,87,"2012,2013,2014,2015",0,3.94,4,4,0,0,0,4,4,4,4,7,0
vTpRtybdZ0XoHsgcDe12mA,Howard,13,2009-10-20 02:59:39,11,3,5,,1,4.23,1,0,0,0,0,0,6,0,0,0,0
pYgPZLIrI9EjCCwSoh9RtA,Steve,6,2011-06-07 03:06:31,2,1,1,,0,5.0,6,0,0,0,0,0,1,0,0,0,0
BzcTU6B58qKZIbiikQBirQ,Andrew,79,2012-12-06 15:06:26,174,47,54,,7,3.41,2,2,0,0,0,6,12,11,11,7,0
ztj0Iln1_ahMyDu9WXQNeA,Dorene,126,2011-11-06 00:10:02,97,13,30,"2016,2017,2018,2019,20,20,2021",7,3.79,1,0,0,1,0,12,3,7,7,2,3
5-7c4GhK6-a556JDFLGGwQ,Nicole,25,2011-07-26 05:12:48,3,1,3,,0,4.58,0,0,0,0,0,0,0,0,0,0,0
hX6TlRle2_Gc0j-IWUJdbg,Jeff,11,2011-11-05 12:31:01,11,5,2,,0,3.73,0,0,0,0,0,1,0,0,0,0,0
uZU8YfTvz9XYoQ-Ang4jjw,Karen,6,2011-04-12 18:56:06,2,0,0,,0,3.88,0,0,0,0,0,0,0,0,0,0,0
hiIbTTTFZicxxGRYfJVTfw,Dan,11,2011-03-07 05:42:00,15,2,1,,0,3.33,0,0,0,0,0,0,0,0,0,0,0
YDH8-780BGUMGWb7O3Xwgg,Sam,134,2012-06-30 12:45:08,160,33,40,"2013,2014,2015",11,3.68,12,2,1,1,0,8,17,19,19,3,0
NPu55U1BIqTOocG0L05rHg,Miss,28,2012-04-23 00:30:33,23,1,1,,0,3.73,0,0,0,0,0,0,2,0,0,0,0
QczCdRxNPg08FGbrj9n0VA,Matt,350,2011-01-24 18:50:19,755,370,229,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",24,3.17,5,2,0,0,0,26,15,13,13,6,3
DuvGYvbFjTHy2GMENu8c7Q,Rachael,26,2010-08-28 00:45:16,36,2,10,,1,4.43,1,0,0,0,0,2,0,0,0,0,0
