date,user_id
2009-05-22 01:32:07,y9WhhW724xLQ4p_lGQCQkA
2010-11-04 01:07:29,reGfsd5pE4W85VSS6NYhOQ
2009-01-11 04:34:11,0MeivhX0kZCfV3zMtHtk9Q
2010-03-03 22:17:56,eh03Ytv4exbW33L2erx1kA
2011-01-28 01:47:51,pxHOGxXHhUYY_mgS4ofI4g
2006-02-05 00:54:06,X5gSx0VieHb_TvwX23y_Jw
2007-02-15 22:31:20,FVbtQgcCmWmQ-D6IR5BfZg
2008-03-24 16:38:35,HQxWPs0oBHwGaKqsw_dxiw
2011-01-02 21:23:12,PBA1rCTmVaI5APfQ1WgbyQ
2008-11-30 21:04:29,q9Tyln685OEpIWFUdTxoYg
2009-05-31 05:08:55,xQXUG94oRQxYUHZwS6Cwzg
2010-07-09 17:01:06,vTWyb3WgKHZk4EnLsZfrBg
2010-12-17 02:34:02,dI8kmo3hMqY7xwV9TmJlqA
2009-05-10 01:11:32,rlDDkE6G-nMO-z0hNqekzA
2010-05-16 02:08:56,k-vckI6UzvLVZmd_W7WrsA
2009-12-08 23:21:45,0iq45WV_h_j8SXjR4ytcJg
2009-07-16 16:03:43,Z0xqgGaxDrRd-0HsVIvdAQ
2009-11-05 00:46:25,tmQ2UJLn6ktTy5XHRJjivw
2010-12-01 17:54:30,g64lOV39xSLRZO0aQQ6DeQ
2007-03-24 21:30:11,qX-ndFKeVen4Z0FQfbHKNw
2008-09-09 21:46:30,rKF8XOPwTU95DHABj7kHaw
2006-08-24 18:02:32,VoGgWLjco5FxRg6gwskCBA
2011-06-27 19:44:27,LBV8oWri3DhnlzY7fFqUFA
2008-06-30 12:39:30,syvwUKQJ4OYfmL_ixVLMeQ
2009-11-03 04:56:21,u1cvQWB0lB4YsIbtSlUR7g
2010-03-04 15:48:36,loUeqD-Ojj2S46UUfuyJfQ
2009-04-15 12:46:06,g0_x4kVvJAYuk96oCcbOmw
2008-11-07 04:32:17,bcHgPhn8sgmgMR-IkmL0Jw
2011-02-27 21:20:17,ynQbzhxqVhDXK2akhPggww
2008-06-06 04:38:13,cbkk25sZbZZm_YFNZA-x2w
2010-01-10 01:01:56,Ayxa14skw7ogJy6Vv8ecjA
2009-03-13 21:18:34,w-w-k-QXosIKQ8HQVwU6IQ
2009-10-27 05:30:44,XVFxHMIRLWiUiHu2I8Zelw
2010-04-28 00:17:42,6iBJgo4rQaMwOIX_MIh6cQ
2011-07-27 20:05:57,vzc-HLuAG2Hs6CHV0lbUuw
2008-02-15 16:05:59,Wxd-EKF2Z4RHZUmwQ6Eeew
2008-04-18 15:48:52,7gjeD8gmi0U8kp5ePFtfeg
2008-08-03 14:54:14,6BrwoM6sms7g3rhDFXzyUQ
2010-03-18 15:17:22,wQ6WMqtuw2gOsl_ikM9HkA
2007-03-06 03:10:49,sjXDLpvcrMldagWJJDlBTQ
2010-04-10 03:28:36,gW-UD-NJ03CKXfqJ_E3wRQ
2011-11-14 23:23:03,AK_jwiwOcW4YU-dlh-uciQ
2007-09-13 05:30:21,1NRn0aekNADEUIl8XRt1MA
2009-05-10 23:44:57,cJCiN7dtlGLW2-zApamFQA
2008-04-20 16:55:31,HuoP7ejN-LSwkO1UIgmtaw
2009-02-10 19:03:42,ahnaBpvC29I66u_6JRzQFw
2011-07-17 08:42:27,FyBunf4ZEhf6U_P6XEogCg
2012-01-11 17:19:55,pou3BbKsIozfH50rxmnMew
2007-08-25 01:33:28,kS1MQHYwIfD0462PE61IBw
2007-08-16 13:41:49,wEE-YMx5pmSuagLtNxMPKA
2011-06-24 11:24:22,OKX-V5j_qfuOebeHeWGrHg
2009-06-25 03:12:31,tHfzfBpny0xXoxaVfAWoOQ
2008-11-21 22:43:16,fcN7ko5x6RZ8L9RhUxeUbw
2006-03-08 17:56:29,2bHSZhM0huV8LRh3YHaOSQ
2008-12-28 17:53:32,i-CZiG-fDcvK5vc4-pwMKg
2008-06-20 15:11:50,hPYRCiQ_OP0rxkpRN19Xiw
2008-08-21 23:55:31,JguHBgguN6uStKz9m990qw
2006-12-07 19:19:20,VveQW3yKqgi8gAjwKzUVBg
2007-04-14 15:19:19,KzVFANXabLAN2TokOGKJig
2007-02-28 05:13:37,qgMSxyHee1FeKrVYDy9LiQ
2010-05-04 04:15:12,sEEGucq7vg0_yT25miGmsA
2011-07-25 02:22:47,YoZpDxT3-3tvGpf2Vgp9yw
2007-06-15 17:13:55,V29HZxa2FS06KqsAfrSIHQ
2006-08-13 03:32:13,XwbnUSJeDscLDGfe4A1x3Q
2010-04-29 14:32:53,UlWDGR0QrBbdFsVY6ugocw
2007-12-24 03:25:51,jzqLpVkB1rg9AssLKm7lvw
2007-11-09 22:16:42,EvXwnFVVYVWPMIT-7AyKZg
2007-11-02 20:06:38,VRvD7-JHdWdTQnh1lRCw_A
2009-10-11 04:00:50,mKBl4fAqTfNts7B78aOPVg
2007-11-03 01:24:19,Or-5choooobXikcd02etTA
2005-05-11 04:05:03,DOFamdMaC_hjn9zg3Gs-0w
2009-09-26 02:31:58,o8JbrCaUpbL7M83qeHbSQg
2010-05-02 14:47:55,CJmtS1Uk1KSsY2MWol_E7g
2006-03-11 23:23:31,p0LlDmp9ZLYi_yuOaLOqng
2009-05-16 17:21:59,h6O2e5Gon2dyb5M0nULRTg
2009-10-05 13:23:49,WZ4vEAuJdBgHrnIZlBQLig
2009-06-10 04:13:31,rX2ChRbTvsjDbxSCoT_SwA
2011-02-26 00:40:21,-O_FGGkZEeg509iOZADxDw
2011-03-01 16:55:01,yyUwFDrQmDkONsrNBHU8jQ
2009-08-25 02:46:57,y8jJV4AeH6ZEBagQ_ys8KQ
2010-02-28 19:04:59,qTMK2qr6ngof4fe29qyooA
2010-12-13 18:13:05,-lNvOey9hT33iWa1OcPBpA
2011-03-07 22:59:16,N-BU6kAHGxm3Fd4hpNHcjA
2009-07-19 23:43:30,7fZu8ud7JXFthU0jPxVf4g
2010-03-29 22:57:43,jrNrrAahlrYrpuSbaIHnQw
2010-04-10 15:35:29,oCgXFRb3v4vO2Q0OVmPBkA
2005-08-21 04:43:47,5F_ASUSCHFf3YotkKioZ5w
2009-10-07 15:20:57,27wY36k_bVHmEbKoLkh1wg
2009-12-15 16:51:00,MbBhClrXyu8-Mk5wW5y8tg
2006-12-14 20:19:22,vEaS9rNNjwjD0b7wBmNITg
2007-05-08 20:55:07,dexn2UVHzkPITS1SYBjH_A
2011-03-20 17:34:01,QqNWTVl95CYsFI-3xxWbzQ
2009-05-16 22:48:53,xqvAeGXOtCKd5z3b7kUauA
2008-03-20 00:52:41,e6awMCpyP6y6tt-Orua2hQ
2009-02-15 15:06:59,VgVjT8G-keEwW8UAPdMzHg
2010-02-09 04:51:51,jWbS5rrHoq69vKzKE837aw
2008-01-12 05:36:34,bfDzZWI2cldhOYQlgFKoJw
2010-11-26 23:13:07,jwbcs_eQ2QznrOyMuqz1LQ
2011-05-26 12:06:52,efZ3lgvDWfq4-U6U-q-2lA
2009-10-20 16:22:12,s16-BUo-orUsELvMu5ocKg
2008-07-25 15:40:30,wxdZQkPIru69o38MBirELQ
2010-03-18 15:41:26,jX73JrmG2yLyMwL7oihRtg
2010-04-19 16:38:50,Mtvgmfi7zcKeANlLSc1zWQ
2007-06-28 16:37:05,5AyaCHkJaeMLmjzu-NwZyQ
2010-07-05 11:54:05,qxdDOcAOvtGqhHNfQLxBWA
2006-11-19 14:09:31,bs_FiiqQNyUg6Fh_WqyLyQ
2010-02-06 04:54:53,kfiBpwAZFxAo_RcrBmQjbA
2008-06-22 00:55:47,r_N0g_6ouOK2YXrHDeOWkg
2010-10-20 22:32:49,fckKu4kepKGwiJzSImgSYQ
2009-02-21 04:23:53,mGAgc73bhiO_xXvpLy2Org
2007-05-14 16:35:39,cOPEz-iiEv2X3TbI6MaGXg
2008-10-29 20:37:36,nwuO-ifpsecjxeFPYAFBwg
2009-06-18 21:29:13,3DxHjoFkMlmgd8qhZhgWWw
2009-04-06 00:55:56,7qY2KOV-9OsvlT2qB6NgDA
2010-03-19 16:40:37,Oi1qbcz2m2SnwUeztGYcnQ
2006-01-01 20:06:21,O4VXTUdkBcoWC5oTxyIu_Q
2008-02-26 18:23:15,Ytq1HaAK4Dc84UnShCnI6g
2009-04-03 04:44:43,FPOLMElOP7XpqlwgoT9KLg
2010-10-20 01:14:12,A_7rnDg3dWWZ6fArDY7bug
2009-06-05 23:14:21,MypOSyVruGtBmDAT7FicRQ
2010-02-22 02:22:21,nzSMFptf1Ak0y5twQC0Emw
2008-03-11 20:08:04,_WPkP4pTd_oyqmSh9xnnsg
2008-01-29 19:19:58,qhw0RjIGgStx7s4mjqkWFQ
2009-01-26 04:49:09,9U30DANobkrn3Zlu6T9p6Q
2010-12-21 21:09:19,H8evlZitNdbCar4jqG_lZw
2006-10-17 23:25:30,WJnyWEe_YK7JO47fcovBVw
2010-04-10 04:08:44,a4r7b9qJI_1HwfVul-ns5A
2009-07-19 21:37:36,WPl2gULxrrh_GoypMzHF-A
2011-05-21 15:22:30,ZhFKxwT2YKYyKMBndYxnYg
2010-01-23 14:12:57,krz6KPtOMU4Z0cMCGaacCA
2011-03-21 20:14:10,gVUtrEhYXrmnVWDyW2VBqg
2008-07-17 03:32:04,LWVjat_YkMQy4nOlD0hc_w
2010-04-02 18:26:26,gjkeN_T14s0Y1tzQaheDPQ
2008-06-18 17:33:58,Fd8Heu1mZEra7bCX3Xb3-Q
2009-07-20 23:39:02,pXq0GiKGDi9YJEfKklUKDA
2009-12-22 18:44:11,U631LMGO5E3GxVJt535dHA
2008-05-05 00:57:21,mjiR9DJ6lKdIvv_C31cylw
2010-04-05 04:31:33,6HaXYb9P_XfSrKVgjkt2Bw
2009-09-26 20:53:18,Amc7J0F3KeAKzOOQrlpqog
2009-03-13 03:32:35,ovlGqjFBz2mSgHObWSIUOw
2009-02-17 04:12:33,EDAg3FUbil6oIIY0HJctBA
2010-07-07 21:58:03,QYPkNcduAd05rqA2yutJVw
2011-03-19 17:54:05,DvyNcltw24ZRgibvB4b_tg
2009-06-25 04:45:39,_IwQX6dlRKPl5_ok7bL7Mg
2007-01-08 21:17:21,2L-23vsdN1VWlyI58xwaPQ
2008-02-18 21:15:50,Cg4m_qy3PEO0sWbGhJ4Y3w
2009-04-04 21:48:40,1pzP58PeWictHQzctMU0nQ
2005-12-29 15:55:31,7rK9GO6D00V6Fzvh7oUQWw
2008-08-02 21:31:32,Qrz08GvxK0VgyutvFO27iQ
2011-01-09 22:07:45,PLOYtrCMUFPHQe2IbYAd5g
2007-11-17 19:31:01,veU-4bglmxVg0PtkZRBETg
2011-07-24 22:22:48,p4dved0OUoh-lKaXSTdCXA
2010-10-02 21:50:35,QY_CL2YeU4On8HsWgf07NQ
2005-05-21 19:21:53,H4JNrBAoyCk_ZMZWbAf8OA
2010-05-14 20:36:57,fxeRdFmgY6tbTyidpcdFLw
2006-01-30 02:49:19,z-KkYvu4klkBOSUfgKoTJQ
2011-12-11 01:35:59,XAh8KAJtPqQ_o-Ndb9V_tg
2009-08-26 19:18:52,R5L_n0n-6_HQa11bZrbLig
2008-01-24 00:23:53,9W48IqfMHANqhRZT-KMBHw
2011-08-16 03:36:16,eXNXWpZoOnD_ZstPFpPB2w
2008-06-17 08:38:03,T1nezENmo2vtN8REKBatYQ
2011-04-10 22:06:20,gkNZDtALn7b3z60JQIwtvQ
2010-05-22 01:55:33,eXUAOLKxgATwiER4fZ2qzQ
2010-02-02 15:18:37,KHT5v6d_T4xqd4cWksLk0g
2007-01-19 19:40:01,56gp5RUwFLckqvph8E5R3A
2010-05-27 21:59:58,D5JPNB8TeTaEP1MTI0I2Gw
2010-09-21 17:27:43,4uCI6ktAWrnftRMrVyJUug
2011-06-06 21:40:09,9k9wcgkSoiq6NPyJVi7pFA
2009-07-29 15:57:34,chgTnp84tlV4UUJlfIVJzA
2007-05-10 00:54:44,2fAtJ92btz4xeo9JFHwXkQ
2006-06-29 17:28:33,8RgOu1xfIYeNHTWtW4FaMQ
2008-09-02 18:08:13,MS5HlyLidPRziEGG75QKpg
2010-03-03 14:17:17,QiKDAxbOa8Q_wyDMAkBQYg
2009-09-01 18:47:42,guwfsykYJ19-BWWn3EzP-w
2009-04-18 17:30:30,92e_B3VDY5TqxVYsKuNzKg
2007-06-23 22:53:56,Y1g96rqX62YsVxV2xztEjg
2010-10-01 01:00:50,Is_P4AeKFhDGRX2dx5nHVw
2008-03-07 22:21:10,p3Vi6c1ewCYHt1GfSm7S7Q
2008-02-03 21:14:32,Zl1fJNTzNULZiqBRShxUYA
2006-04-12 05:28:33,TMLVzNYs-zwwREudyvI08A
2010-02-15 20:54:20,Hxx8FmhpxiugIrGRh8RDOg
2011-02-07 00:26:48,Rqfbh-m2qqe8SPgI334i1g
2009-10-03 16:20:21,zQxDUhxKOHdZygnNRZ-4ng
2008-07-31 18:41:12,-hxUwfo3cMnLTv-CAaP69A
2006-07-31 21:59:27,cMIVlEuCKkiEo1QkPBbMaw
2009-03-11 15:04:48,N-jLtUfESMkX9b7iqXtP_g
2008-07-22 13:16:22,ca658RK8az3bn5H9268vjg
2011-06-01 14:50:19,iZhWI6Jwha0yz7KgbQQWUg
2008-06-13 20:02:50,iPkdNziqnhNukjnmsrSzmg
2009-06-22 04:42:59,CSx5sxOQv2PlTWRVbrxkpQ
2007-06-01 19:43:02,XvbU631-FQ4GTS2zMa-YvQ
2009-07-04 18:28:41,qalaHeB4vhvx_o5zj8TmCQ
2012-06-25 18:08:59,0dIvVs3PY64bE3PZF-8V8A
2009-11-20 00:21:16,h9MZv5I1hvTX1kkzq-3Cvg
2006-04-16 23:31:23,fnBAgDX4D9mNgQZsjFCoog
2009-11-28 16:38:55,5vKTEG7ThfaAfwnNEQiDNQ
2009-04-23 16:18:47,X1nvKXUJ5Lp3W9Oe-_JrMQ
2010-07-05 00:31:51,on7SZ1bo46GKbaVqLIAWhQ
2009-12-20 18:13:44,9WuP-4jfndovEFJ4bpt5vA
2008-07-03 15:27:45,nXMMoDzXRByQiWH9cf-FAQ
2008-07-11 20:12:28,VKcw8Y6ALzE1DYKZQCzhNw
2008-03-17 12:25:40,sLqm9fRo_u81kJCIRdzrMg
2008-06-05 02:53:42,tPufvUuxXLJOMYQ7gzsMVA
2008-09-12 00:00:52,oQwFLohuwcJYMd0WhCph-Q
2009-07-07 18:15:29,TvSfNskjQDp7uFN1ma4DpA
2007-11-05 06:02:41,4ZfcCa4m5RWvO4EFzfYm1A
2006-10-05 22:33:58,G-KKZ_DT1jAF_gNUlGFFQg
2010-07-11 03:20:14,XatJ1Tkqw5dw5n7WeWr_FA
2011-08-25 14:48:19,vi07_vPjTstJaaL38BeiIQ
2008-03-08 00:16:47,hxDma9MF5LhG2JnCbw2zWw
2005-10-11 20:22:29,LnZUtFx6qTWs8NV6lAARxQ
2010-09-18 20:05:59,tLTEaZZOdRUS8_e04UfmDg
2009-08-16 04:59:21,4uFUIXi4z9WRMpRLthseIQ
2009-03-08 12:44:02,xT0oxEfJkAa2l5G3_BBY2g
2007-05-01 18:01:12,yXO72Pgg07hbMAELm4D6tw
2008-03-28 22:37:59,sO5b8D6Mj5rQj7EFSz557g
2008-07-01 14:32:56,VyRICVwE3VfGynw5ly2oBA
2008-03-11 14:42:33,E_OOZjrlgDTTCHT5p2tG_w
2010-02-21 21:43:08,EWPcgvFAK4vBlu0UTDGxRw
2010-07-24 01:14:54,KVN1eio-4QU3zlkPmZHRFQ
2008-12-14 21:29:33,5lXLfyND3naSNHEuiHsjmw
2011-02-26 23:53:00,VJ6JDKda5BJGY2tuQl5Wsw
2010-08-17 12:59:04,Z5rZK3fdP48sbTPjbtcrIw
2008-04-01 00:35:32,hCyYixLdlRK51GkAN6H-Pw
2009-12-27 22:10:46,ZOmHHLEYTXxxs3nWJhKoaA
2009-12-23 18:31:17,dwyE85g5lAWyu5wxQgRROg
2008-07-07 21:31:55,TLdMXf2gt9Am9LOLL_T2FQ
2010-07-07 00:38:05,3mNz5nQFTIBQm0oU5mBR0w
2011-07-14 22:03:08,WMZznE04Kee7NtbfuQ4MeA
2010-04-15 00:03:58,8lH88XdzbQKTFg9WQZeuCw
2009-06-14 14:44:56,gjVmY2pSsHAjuxDB9_wbTA
2010-10-19 02:10:43,CXmoa4xbx08ncDy74btgIg
2011-07-04 16:33:01,bGREVtD0aDERKe5k4d5Zkg
2006-05-29 16:04:28,19MQQFLbpI5z6PYhHrG2mg
2011-12-06 22:51:24,bvQ3ZUWc0LnbesxMtIl16w
2011-03-12 17:29:54,LcVX5dauEj520I56PfpPvQ
2009-10-29 13:35:34,HDbBsdnvPXDCDdWFYWEMkA
2006-12-10 03:58:29,-Tzw8xAp1I-FuoZgGT-OxQ
2009-03-27 14:23:06,O0tBJZz0uCYV-Pt7O0Oerg
2007-07-18 17:27:43,kW2dk1CWihmh3g7k9N2G8A
2007-07-08 00:37:00,epd-I5vN4KUGTWCa9oBkyQ
2010-06-19 21:25:57,CIT2QNZ_i4DGjTVz_SUieg
2011-12-15 02:47:09,qkg8R6KK5QhSUlkK1sspIQ
2010-08-21 03:58:43,-kef2nlu6Chnf5drLRO7Sw
2011-05-28 21:42:38,eSlOI3GhroEtcbaD_nFXJQ
2009-10-13 22:55:50,DVhrMMjptaGyUYxyNj9gtQ
2009-05-01 19:32:53,vMdZdazzQxRU9fvntAwRzA
2010-08-17 14:56:51,Md_8xUc4MF8VA56zm5FK_Q
2009-07-27 16:17:26,zD4BIS_Fftb4f7qK-1I-Mg
2010-02-18 16:35:59,ZCtIJDJCJb7mq-jGrNXTsA
2009-03-03 02:34:21,8VJnUeQh8RRhNtbbPECaLw
2008-02-09 05:20:08,TPIdQo21jtpyh8iI-zkHSg
2010-05-24 04:53:24,7fJhPTwqedGa1XOBhS4ofQ
2010-01-26 17:58:28,gRGalHVu6BcaUDIAGVW_xQ
2007-04-02 16:16:43,JzmJ6U20uJ9pZonwKGvMuA
2009-06-02 01:19:30,C4zmzpA3lFVdxjEH6_NAEg
2009-04-30 03:16:12,H6Eug1lP8LxexxUg4y9tdQ
2008-08-18 08:13:15,LyrAjv8V6HWkceuTB4Xtkw
2011-01-15 19:28:26,dkcKCYISLc9nGfgMJ5ZitA
2010-06-19 04:13:26,IiT-UsEgwucxcKAJOVmpRA
2011-07-08 00:20:30,-7-d8x5w5c9QolAMgPTKZg
2010-01-24 06:46:50,-OpS4V5EeVbNWY5CS24olA
2010-02-23 03:19:42,Lm7h2a2QduZHcqtUao_mHg
2008-05-23 20:25:34,_qRV6YI3wm6hF0SF-2z8ng
2007-07-16 21:48:15,V8OsxfIHpYWeMMeEsowHRw
2008-01-07 04:52:31,lgHe2KRBonthIVA66p8O8Q
2010-08-08 15:05:23,bYENop4BuQepBjM1-BI3fA
2009-11-20 01:31:46,1_RvWzeD5Pd3Sc9_DmsCtA
2011-01-21 02:27:56,85mIDOxqpDPlmChstIf6eQ
2010-01-03 18:29:48,nLOF2qXMJfTbbcVtDo8oZA
2007-11-06 18:41:46,xTwnQvJd1q9QnDdY5Rc4Ow
2010-06-16 00:40:43,2P4crOrfs2ZbAoizhWt9eA
2008-02-22 02:04:44,TLpnu9BZNLTuB1ngxjnIpA
2010-08-07 21:24:20,SsX5D7eBcbF4mxMIAGrcvg
2009-01-09 07:48:58,uJjsnlmfqnmebR60ef5c5g
2012-01-24 00:09:30,dc23C_UuQcmtSuDM2sF7sw
2008-01-16 21:46:19,xrAbddKT3Ekz5LJ-DYe55g
2012-02-02 03:33:29,nzfx0ElyVk7dq4vdTg_ncA
2009-03-08 21:47:44,hWDybu_KvYLSdEFzGrniTw
2008-01-11 04:09:59,0QpA52Io4y75IGVEfKrPDQ
2005-12-28 16:33:54,AuXICYKDCopDrvjy72UVfw
2010-10-26 20:07:19,c18PmWxby69GGfHsWBpI9w
2008-01-31 02:55:30,U4INQZOPSUaj8hMjLlZ3KA
2010-03-10 23:55:33,W1AFbtC37Q1RzdrKS51NmQ
2011-06-24 20:27:23,-HJoI3xRnE9DTfG9XgVO7g
2008-07-23 19:42:45,wh4_AwDV2NSsZ-LEmNWffg
2010-12-04 00:22:17,UMC2dKiLVhfGSvHX8QQeOg
2008-11-12 19:07:10,LV0tWvAuDUkjNhfrhj5JFQ
2009-01-25 02:36:34,lmL1P6wJi0Z8Jg8DTPqawQ
2009-04-13 15:21:41,2iS1vg5TYpV_iEiNC8osTg
2008-05-06 00:33:44,ItvyYPGXWNhhbYJqyADp7A
2009-05-31 06:02:42,-B-QEUESGWHPE_889WJaeg
2010-05-19 16:24:29,jkgRx9XT5fPCsSVNB5phaQ
2008-04-16 16:51:02,J-X2kbnApdgCJFeOkl2p-Q
2008-11-27 02:24:47,4mjnkd8oJVCfBKN3i4rB-g
2010-02-01 18:42:17,60RKNAZwY5EUooJf624aKw
2011-04-27 23:10:03,tLOiTDp9GttYK_lsKJ1z1g
2006-03-25 23:12:11,Pli2_ay_Ur4QF3Vp9D0cNA
2010-11-25 14:54:44,LhaYPYXDepWLBzeX5mNTxw
2011-05-29 18:01:04,IT9cwLKWzO8bn8absoStkQ
2006-09-22 19:15:55,sZxXpvmBUN2fSCtK_BZFoQ
2011-11-29 20:46:14,Lc-EEXlI4xZ00L2lI0wnMw
2008-10-21 03:55:55,vYLsRS-stYrFwifpP7CsPA
2009-04-24 15:12:19,eFSLwFc7HpxB-OTz4j7W2g
2011-10-25 18:03:59,3dRVjqp-fnlwaKcmFT3eGw
2010-11-23 03:14:25,z67oNAZR_uHG84k3Dntckg
2010-04-08 15:43:37,AQCiU4Rh7YLcBMq-SBeKjw
2007-11-28 21:59:42,sTILRBBisAT4clUKaZTK0Q
2008-09-28 01:40:20,2fN8mN7uUjOw-QqtcgYqXQ
2005-05-18 16:57:28,eyjhVMPb-jzshQVJ5YB-6g
2008-02-15 06:35:50,AE8nHSRPFlB4nh7CP8PlGQ
2009-05-23 17:44:56,Mh5HtmJeW7LglS7q8C8YYA
2011-01-05 17:11:23,-6-wZrgbre_dJj3wO3qtfQ
2009-12-13 22:49:45,aQKs3plBz8FH2bJle5TF-A
2011-02-13 15:07:04,AZFS7IrBhz7Jw7TU0BFMgA
2007-03-26 01:19:00,rTgNrNX4EsntHA45MrpBKg
2010-07-16 17:39:24,CDnJEIFKz0age-LBEgj4aw
2009-11-08 14:03:45,Koixh5GReTomzL7BRyBhEQ
2010-11-30 16:09:12,YnKfyDwUtze7RYSrnI4jVw
2011-06-27 16:54:29,hBjFG-zbXLt3Paei1BdC2Q
2008-08-27 03:47:36,PEBErFLrFUuLXtTwamcGQA
2008-12-05 13:48:53,572ft8L7RLM_qUUtPsmubg
2007-02-28 01:37:16,H5d_nFqzwrREE-YduK2ABg
2010-09-14 01:01:00,Q3_P36ukhUdQRsZLYleJvg
2009-02-17 14:54:49,HLw0qCLkY2OofvjRUv7MYA
2007-07-19 00:22:51,XYSDrIef7g4Gmp3lNFVO6A
2006-05-08 15:13:10,c7BoTQCiOClytPcJLRmIkg
2011-11-19 16:52:46,YAkNDXeHUlAJVS_lEelmZg
2009-05-29 01:49:13,cogPv5baWhsR-_Dcw3-Taw
2008-07-12 20:52:05,5P0zuGAjmgwLYOFUFZZG8A
2012-03-21 18:42:43,DqUPwUqc83KWYe8BKXnP0A
2011-04-11 02:46:16,eWu1xPt52B-yMZmIyBIUsw
2008-04-09 20:07:56,_kXetDQBO-4lPclvdGpQRA
2008-11-30 21:57:03,PbP2qdfYo2swY86yeKHyjw
2006-01-17 03:23:58,z25c9TyWY1TdVEGxkj34jw
2006-01-16 17:40:28,s1DSkbdFEuO3ODbMWQqSvw
2009-02-19 18:01:31,9STo4TMRkA-LWD5zDhbQtg
2010-01-23 07:16:57,H0uhBVqMajZcL_uREKKcrw
2011-03-21 05:03:01,f-gq01rDpvS76Bu6sQtpeA
2010-03-21 03:10:19,C-6TTsHxxslgdm5YMEFhDA
2011-06-11 22:21:28,gDgATr54-NdBlrbte8o7NQ
2010-11-30 00:58:55,JSFYhqiFgtOOrk8NvGBRKw
2009-08-29 19:27:32,PuvfPONWyhdtRVPWu7kLpQ
2011-01-07 03:37:57,2mehWDiaP-8CcZRtLGlYIA
2009-06-14 15:50:10,h30_2ogo2xZ-TSvSC-4FPQ
2009-03-23 21:08:51,AIBCHP4azbrP_ASpcIjSXA
2008-10-02 07:14:20,Y4Du3cllZ_gpNjzTvmeZ0Q
2011-03-13 23:56:25,-HwBnCnn6-6oj5ZWBTiwyg
2009-01-11 16:46:23,A3PC4ZmfH20fXeQcxNiVQw
2009-06-30 15:10:08,ki7HkJ9iflOy17gZZfHxPA
2009-08-03 23:47:59,4iOc4Fo-h6gZ-2zAJEM78g
2008-01-19 01:11:01,YQ3DkaL1KC7KypAKg3q6Jg
2006-02-21 20:21:55,4BBiWT2W-Wzp6k1s11HNsQ
2010-11-22 21:11:49,0KlxVvMK259tV7jDardcew
2007-01-10 05:01:04,7WGn22Zdpq69HW1xGVXQOA
2010-10-20 16:47:47,6aX5_fuL6p2P4sMyb8MyJw
2008-08-22 20:50:25,Zij_7wpB3EjmKj8-9BuKMg
2008-03-12 16:50:35,AQxmbuDiToMv2WYtq4Mfdw
2009-06-17 05:14:26,I-QjDKhzzZGHTbOKHNvl3A
