date,review_id
2018-09-03 01:54:33,B4nqOw82ztr6lIGKftxZrg
2017-05-13 20:19:52,XmbpJESOj2RMMlbK-sTAAA
2012-09-10 16:07:49,nWkebDbGcYKgz0HTPBD5TA
2018-06-09 02:31:31,csOJFfyue6NATFipoQNQsg
2017-12-29 16:23:37,7lARj8-khF8dlkE-uUXMWQ
2016-09-18 21:22:18,fdK0Ic8aKMnyJiin5ag3Zw
2017-04-30 18:26:35,QRQBIbNJni8Gzps8BxwsZg
2016-10-01 13:09:12,Eqn_SKQegyIG0K1xyXPfSQ
2011-03-20 21:13:43,EFZI2_o5rTZCulRylCgSMQ
2018-06-26 23:59:07,oaLx56cQV_HOwg7nkW6aRA
2017-07-08 17:20:00,uONoZJxHTdmQfJ2Ddz_cPg
2016-07-15 22:04:06,etkkeW-uDi4DEuDpB4Nprw
2017-11-07 02:20:44,cEuZvbStKRfxjGXk_EcU7A
2018-06-26 18:24:20,SMpXLut1ZjI3F8OBGYdzpQ
2017-05-13 19:06:28,4wNMdKSqUUzfoXv6-Q1DWQ
2015-08-06 21:21:04,ZQq0H4LOKv39YeA8knRQoA
2015-08-19 13:18:23,yDGcxvldQVU1ZAlLbxL9Vw
2013-07-13 20:05:42,R7ZvandXnTzGsaHwSW6T_A
2012-09-11 02:46:01,bjANpM8LYMNNEsZxjPlvHg
2015-08-19 08:35:41,pbwrFPLHe7XBcKpwCOJ-5A
2014-12-17 23:17:01,FM0fA_BTKMq2VIwPjeaHQw
2017-11-19 04:15:00,IyQ7PEXTVbzxhHg2mx2iaA
2005-06-17 16:30:17,oRrR7_Gs3D-e4CuH5FNf9w
2017-10-25 05:23:56,-Llm-pli7Cqwy1lJ-wkmhg
2013-09-04 13:44:45,ufBHZV_jvwvaXrzjzyHSsQ
2018-06-26 23:54:17,WH-jae-S9vDOetCy-0v5Ag
2017-06-07 01:04:27,026ESDLItvvLRE2w9DniRA
2016-02-25 00:02:52,vKDKdW0FwkVrCE_E086dnA
2018-09-14 20:42:21,DmdfGFzF70ZWKutDk42Z_g
2011-04-22 02:48:34,N70Bk8vzD78--pq-jujf9A
2015-03-18 22:15:05,8k3GVhjAt8at7YpKcw0Viw
2017-12-17 02:15:06,KVFFbtlRumQysaW9XVXWMQ
2010-01-09 18:37:09,mU-SXjzTy2P6BQv-2hTLIg
2016-11-22 16:15:06,eYDmjbRaEFZUMe1YSZU75g
2018-09-26 01:16:27,9UaWelNb9I0_yHQnlG08KQ
2017-06-28 00:30:42,FQiJ1U_6zxyiRPtMfmQ9kg
2018-03-17 03:06:28,NKMvND67vWptcBQNm5G5uA
2013-10-26 23:34:46,uciDCH_0ujPOm4ajPacDbg
2018-07-26 18:06:26,z4vq-BhBcv1FmZrrMdsV8Q
2014-05-26 16:32:32,fBiBdnD7FMgmSbSrTmUEGw
2015-07-28 17:42:33,OK8X28p63NWuCDjIyj7LCQ
2017-10-11 00:22:24,yBwi-6V_IfTK1z0USYQN1A
2018-06-26 23:19:03,qG8QeFY6UvNws33qa1Sqzg
2018-06-09 03:53:42,_ls4JTnJxX4t4xSyWvUsOQ
2017-12-30 00:47:10,HIWdAoo7Z77Rh7nadOzoeg
2015-09-09 22:25:22,RXPfhiAjcfW-jncNfwbtxA
2018-04-15 21:43:00,p1oKKJoOfGuz6TYWz7sGlg
2012-01-05 16:42:28,yPsNSvUEexGV8Ar8tLToGQ
2017-06-18 00:17:27,z8bdZ6EPLb5NhNyEOmM_kg
2014-09-27 00:17:34,bMficDLE7xpYS47EGPH3KA
2018-06-09 13:52:19,wQT4MS7r6TaHCK7dDn96EA
2018-01-10 01:09:27,froOgwaGoJwcvmhTLNqSTQ
2015-11-18 22:17:36,ddVyAO7Hgs4_M7JDqIe7cw
2017-11-19 00:45:55,xUZlDpexXtfVJNMqrtUjFw
2018-02-24 18:59:35,Y98BXFleBA5OoGPXCOFdwA
2017-10-25 16:34:41,gNeA7yB--VES-zib5xEBNA
2016-04-23 16:03:16,t_6K8YBwfVyqjnAt4YBkcQ
2016-11-22 16:08:01,6WC8Ug4lCVJ_pm_yP-2BLw
2017-03-04 01:35:21,_UOgvvJzdejZsr1ydwcivw
2018-01-09 21:23:02,SB8GmxCcWLkz5hnArAWDyg
2017-06-18 15:34:10,99D-AVgD01cJqst69wgHpw
2016-03-18 21:04:22,vvEVKMAL_ox4UCIZxmNbGg
2016-08-14 16:00:14,L27GnWnDQbGTp3oYSi0GLQ
2017-04-08 00:39:55,r_bclLWwb3sKZsUtaPETsg
2011-04-25 17:41:22,ib_IGRJwluB85i8caffmMQ
2018-09-04 11:50:00,_ohlFY6jHlKAFjLp-n_vKQ
2017-05-03 02:13:14,OdDwazE_ZgPnGWNnMpMnvA
2018-08-04 21:46:42,KL7CF33sdFPVK3q4l97Wlg
2017-12-03 00:49:35,MuK-33fhJi4tqTfdgYr-4w
2017-10-25 18:26:06,poBht6Z_0EP9iAaY9OpS2Q
2017-07-29 06:43:31,d6FKxzidNUBaFGi0mMyphA
2018-05-19 20:34:02,IMufQnE3b4iLdI5c8f-PCQ
2017-08-16 19:40:30,zj62SPv8JtN9bZTh3lSqkg
2010-11-24 21:44:42,F99EHFlmHnt3U6wSdM2KoA
2014-11-14 01:44:03,iCPRmaNsyOxD5g92PEEnaQ
2015-12-06 23:51:35,qiENpIpk8c1hougACQk8Wg
2014-01-18 17:26:52,7pxiaVvKrZzNjGsDD7-2kA
2016-07-26 02:34:06,4fNXwNnPpAEu2BPJE3DPsA
2017-08-29 21:43:38,8fWag5VlTOp8M3_DZEycKw
2017-12-30 02:38:27,qQnPRGL5CSHR6c6eUf6VDw
2018-02-02 00:36:12,pb7E554hFFMjEcbMMUyoAw
2016-08-13 15:19:29,ak2gHEtTTJpr8yZmlmxtPQ
2018-07-18 02:49:11,SYysbkb-rHdWdahepMl2fQ
2015-08-07 02:12:56,BHaPHr3MESJdu1aW5a2VMg
2017-09-21 18:21:37,KiDjALIvguyRlG8u12ZiZA
2015-11-07 21:53:27,I18Hfjhja4gMFvhYgtJ3OA
2018-07-17 23:17:34,6ecBofC-7gGb3FQxKzJrtQ
2018-08-24 13:27:32,RLHurVfBr32XHGhOQ_ArnA
2017-03-28 18:12:45,FKpXM6zV9ZqSbWwd4ReB-w
2018-03-04 22:12:03,NkLhuQ5_FDath2oCDHbuBQ
2016-08-04 13:58:11,0Ibt_C5jPl-ywnejwDyvcw
2017-12-31 23:23:24,cV7CkQUBLgQMhZQBHeajJQ
2017-08-08 02:58:47,hBz5fJcZC3GMkfZuVKnoyg
2015-08-22 00:03:18,cvmQzsKpDXP73Rr4y8kemw
2017-12-31 02:34:50,GWmWQmQ_S0kKOOi8zNeZtA
2017-12-04 00:14:50,-XbJzxXzPC4UgqSE90qfGg
2012-07-01 17:45:15,6cGCANnATb11JxLzcWO-yw
2018-08-05 19:37:51,FGb1xp6912s8G43ptumyCQ
2017-10-27 19:29:12,Um-wMqR-uP8nobCHEB76Rg
2015-12-23 05:49:44,mcG315T52_6Zjt1ZLQKk9A
2015-11-07 01:54:12,6lQdc-ZGnF7KVbtxXrPuog
2017-10-25 13:42:14,o7U0aQ2BnPr3gxFlhrBaXg
2017-08-10 19:15:06,2bIJNC-myEzr1aOyIeuB8g
2017-04-22 00:41:16,SNyNslMjO1tllz4IVcHnNw
2018-04-04 23:02:25,Ryf68px1W_C9pIYOO6nY_g
2017-10-27 23:54:16,Kj3GW3l2Z6iNEYwk3Q9UuA
2015-02-03 17:20:52,vFGtRLnR5YSmwMCB_3ffbg
2017-09-22 15:57:20,tB5lE-2AUdqy3s-kGroEJg
2010-11-26 20:35:24,PjTJa2RW-PLKJ2qPlLyo1w
2010-12-01 02:42:43,TxkLBPPbHGLwzhfJX0jzdQ
2016-05-08 17:19:25,BCUhAvlaP75HFQXCHgQTkg
2018-05-10 17:10:23,oOZlAR7Y6RDDLldYN0aY6Q
2017-11-19 23:00:10,cdz_0A-Gfc2VvQLpCC3TRg
2010-10-08 20:21:52,Fs169b50fnSq_INZOwmHQg
2018-07-27 17:00:58,FNXFLwKBeo7_6m9c66Xz8A
2012-09-14 16:07:59,SyTnKLYxLVm_FhaSdnPEqg
2015-07-30 11:05:32,WzIQQrGyeMQFkoldvo_sJw
2017-04-09 21:04:37,p1D5h_4NeJH4qP6GyX6D-Q
2015-10-10 23:22:46,h_vYmvwV2gMIvOOoLSMQjw
2018-06-20 21:21:52,g87A2wL7UdRZeufgxXXpWw
2018-03-24 21:22:50,c-Xwa0pqHJD_I08M8GyESA
2017-09-23 04:58:43,_AnNmWzbP3O-0h6HirLEoA
2015-05-15 02:21:39,mrvrOfrdJwEHlvLcfWPHfQ
2013-05-12 18:21:47,vNPDI7ZhDMuspMIS4Maw6A
2008-08-29 13:24:09,-cMBbYirXbPKmsoegOmWaQ
2012-08-20 00:18:59,tvXY6ZwnStchO1XoM984GQ
2016-10-17 20:12:45,hWGe6Qyt41Pk8iR8VJ4LCA
2016-04-25 23:10:14,zPPmJ6B_56s9XM2DU3a3bQ
2017-02-21 14:30:49,75N-O_srdF6GHrY_e6rLBQ
2015-02-05 03:47:00,BN2JuljZKU72YOaCJYNY3A
2011-03-24 23:51:25,UWWnkGFcSIFNgge1hoAvEA
2017-12-05 05:09:09,1Jb7EkvgSySzLhN8zR4ftQ
2018-02-03 19:13:03,-DRWWsnUHT3ckuXEgGdqwg
2018-07-09 21:06:29,wJIjxQS7ZniEowBTuqE6lA
2011-07-06 18:33:15,P9dI_j8lMhHSDKq1SHIHBQ
2018-03-18 14:15:42,-PX2811GQyIYf-pIS-UCnQ
2012-03-03 23:40:45,viPXckbnwNA7OQ0mXLBn6w
2018-07-28 17:52:59,rvHOK92Zj4_wf_79uXsFLw
2015-10-10 01:01:42,3ggHFaYTzeOLp6vv-fM_Tw
2012-03-05 15:37:13,kVf7GiK2OkNGctZpGng9MQ
2015-07-17 12:22:46,1OR9NmSQ-r5Xgq9ZRep8-g
2015-09-01 14:25:49,Nc2wl2KW4WBqukKR06zQZg
2017-07-31 06:18:08,foL7UE9p40KHCR5uuPUYsQ
2016-06-24 12:37:23,g1BdEi36xHqRdSmw8XTJ_w
2009-08-08 01:58:53,TH03v34W-i-Is2vRnUBoQw
2017-10-04 17:03:53,Zd_Vvt626h51ify0jh8WLQ
2017-05-03 17:45:04,ABnR3RcvHzCKfxmB3-kLgQ
2017-01-18 02:23:54,3QwbIqlY21FcoAi4GG9aEw
2017-07-09 18:49:16,q1GYLocXWwVC_Hp1tEBcHw
2017-07-11 01:25:46,rkrTDuQzaDwG0Vvg4kIl9w
2018-09-27 20:50:21,OfIsenbhXsZuAr41KlstMg
2018-02-25 16:08:03,ui9t7hPOG-QJYzMaHDLOdw
2017-06-09 23:59:31,G3wJfmj765sWrqJ5SM4oYQ
2018-03-26 01:12:01,xMSSfkBf9REeqm499EXNsQ
2017-02-21 19:55:39,XHkaK1U9qO2woVt6geM5nA
2018-08-15 21:45:48,qjGMwoXdYO0z_lzPomIQeg
2018-05-31 17:21:16,IB-U1-ytxBFuDlbV_Bx3nQ
2014-12-05 16:55:49,r7fZfK0R_N08px-_WRi4Cw
2017-06-09 19:17:05,LlFITDlFAFu0AIQhmhw8ig
2010-05-25 15:58:52,N5j_OTZ9mDtLPo7hPhcBLQ
2017-10-29 01:06:13,P9J2UIwLg1D9iUgE4cSh2w
2018-08-25 16:19:42,HWOy-W50KGaT9ReSbXLxXg
2015-03-08 05:50:13,4bv8lOXOvNPmLwxAXwJu0w
2017-06-30 22:30:17,8qYwbv4U-EEODO9LWTDjpw
2018-01-13 20:03:17,GhrDxlRGIwo0CqoTVz3Tzw
2017-08-18 18:02:02,ZpXzE6bc6X7aj_OtgTxr7w
2018-04-07 03:46:16,AhRflLHBXPTlX-mV0wkq9g
2018-08-26 00:56:57,-wVE6fjRWvHwsT2uDSMIzQ
2018-06-30 00:12:28,XWQyOP65tj7oFfI9RGqt3A
2018-06-27 21:48:22,jwO0sLq6iIc0y_o0cHJJjQ
2008-01-08 02:21:04,L4daNpq1i1zyla6N5cemcA
2016-08-28 00:45:55,k4ZR5N4ZPpdXdJL-m1CAeQ
2017-08-19 23:28:20,XR9dDsDskRtdmL7C_uHXyw
2012-04-01 00:21:02,ddbpqSUtKJizthoCgSex9g
2011-05-27 18:59:52,8q9T6omUTRN1WBSzs0sCbA
2008-05-01 21:01:08,IJFwOH5wTlD0c1rjDG5Vvg
2014-06-13 02:26:25,8Nho9VJKHNh71BdgaoLOig
2010-01-11 08:04:59,K-TJQ9mday8xwyZVXKkpgQ
2018-09-03 20:13:57,rLjFwm4_KFNly2oVfZtK2A
2018-05-09 22:11:39,rrGIZCkZj839XWzq-zp2FQ
2016-08-05 11:57:53,umz7pC1yFTffzHkbAaamJA
2016-01-17 23:48:16,L7rlZ4IJTr5fn4wxsABVsw
2013-05-10 23:53:32,VZB8fyf_gnnsWv3N0oBiqw
2017-11-07 02:07:47,jpyP_xOKkkrlH2bl9vf4xQ
2018-03-26 15:58:00,Qtaz34xuuabc1RSmJ2GYKQ
2015-04-16 22:34:41,v72XqZhsSzrtmp4p10D8Wg
2015-09-25 22:26:29,UJslv2proCImNMGpyIv8zQ
2017-12-03 04:24:33,gZ0gbM__M1N156eH6BUdFg
2018-04-05 01:49:07,054AWJGge04-uNeSkvlKMQ
2018-01-10 23:15:03,pooZCSAkXVmjeK7E_HuBQw
2018-09-03 23:07:43,Q0HgGBah_2svVut6Kutz7g
2017-03-16 02:29:24,_IMEwl0hezAjcf9nvxhuCA
2017-03-04 18:48:06,vfhxxs2USG8c74msn0MNzg
2008-08-24 13:21:42,Mve5HSIvZZS32IdSXyuJDA
2017-04-09 16:48:03,6I__4ozkIoMwdgm6zGoRBw
2018-05-19 18:50:47,554oTW_a4U_JIsX7DDA8tg
2017-06-18 18:10:08,QxgyDnifTp1vNdBbBsZZqA
2015-06-10 20:54:06,D4kD1MgvwyucD6Z5ksviBQ
2017-07-19 14:04:09,ApnsibI_BpVJeK4aahRaGA
2018-09-16 01:00:15,XG86M5XUnkFb3HfwSgGgjA
2018-07-27 02:11:35,cGB2HeqlSLc4V5lq1wh9Lw
2016-08-14 15:37:21,dWc1tZZxpiTM4G8SxSGt_A
2017-03-16 15:46:54,U-HXMEnY6ULcTmVDY4Js2g
2016-06-12 16:56:21,01aEZDvI5ZYy6qfRedAfjA
2018-07-17 00:51:09,6q8o4SzzukP4Kc8hkYdSGQ
2016-10-16 18:04:19,Yxc9c-Q_AnupRFhoHr6X_g
2015-10-18 16:36:35,kpstfGGZHnfV_XPpxw7wAQ
2012-07-17 19:22:47,gTyNqY_fWQD_pmeZRlXNoA
2014-03-16 05:45:20,1IoHJrl7Z_RmyCXesblbJQ
2018-03-25 21:32:54,7SNDYOecTe1heTBv_dCM2w
2016-10-16 04:17:35,eYqr6i7iQnmECjm51q3UNg
2013-10-25 13:12:54,sAgJvtGh_z_-Ln1xOvZYSg
2015-04-16 22:06:51,H9sqlBGT88J51cAf0xJq4w
2015-04-17 02:36:26,cBdaEFy5WorqH38w4R6fEA
2016-08-14 13:19:08,G8lEis0ezOlaLXojy7m30Q
2017-03-04 01:07:32,n0PrS229BAMYVKATqdhrHA
2014-09-25 19:13:10,TDNyxgD2S4AoMOUC3wt8ug
2018-05-10 23:30:08,Uz956RbF19MeCXNsGeFDfA
2018-08-25 01:27:46,aTTqZmUzBvoyBdRJ2FtEMw
2018-01-22 18:51:30,gcpT9m3Xth3Fdx8Gfu13Ew
2017-06-18 12:16:46,qc3GrF6S2XF4tcYncc274w
2017-02-21 02:48:20,X5BsebEeyinO0hjf_cNgBw
2009-08-23 18:30:41,fjQSujj8pyFomlwgBz8Bzw
2016-05-21 02:28:51,5so-YxirWWrfyPFe2rhRVA
2013-05-16 22:45:33,kdgC1ErBRXCtOWq9KEXsxQ
2017-10-11 18:54:24,AXXhAlrdm9ZJsN9d4RjhLA
2018-09-05 02:46:00,a600M7Y4OB75J4R12D_DJQ
2017-01-03 22:08:20,LRRyf3URGrFUSYM-e-dQrQ
2017-12-18 23:11:13,97GodEmhQVO9dn5YYrZNag
2018-09-29 16:14:34,n8hDWIPrBH4YoU-3s3RFPA
2016-06-04 05:38:32,lODdQW3IaUEFUYQFu3E4ug
2017-10-25 01:16:07,cKfCYECJoT54qrS3twIj-A
2015-07-28 23:31:08,YezwPBneLy-4ytvzVENQRg
2016-11-24 14:51:23,-02H1nOc205R3qUu4_OPMQ
2014-12-05 16:02:56,QnTJjlG7KBy9P61JsuRAdg
2018-03-07 04:40:09,AcPJ_0Z6eqdLY0WyhBxGIQ
2016-10-15 12:40:30,iXjV9KT2upuNzHKyZFIQvA
2016-04-13 01:18:02,IiusMyEcwdkdbN1ISXFd8g
2017-08-16 23:51:40,3KDvPTbCryWFVWEFoGS2Cw
2017-06-29 10:07:02,PNRUijcAdMJEKpPEarMtnw
2016-11-22 23:43:08,gONX15Hw-_36m0eZr4EeXA
2017-10-14 00:32:02,CMV0qp3hYbuKNsXuzMXiGg
2018-04-09 19:17:11,2VyPkGekAYpLJMAfJ4ybsQ
2018-06-10 23:45:37,BI8533UL-K6uzZXRo5Q2iA
2016-02-25 22:53:26,JvDjSmASIFx-qKQo9XCm9w
2011-07-09 17:46:18,q_8EGqR9q_Z3i93i61O7Kw
2017-08-17 20:51:06,0CZi6D2FAbu0qNxvQraZgg
2018-08-05 14:14:32,dsdI0nNpNXgspr75sxt8TQ
2017-10-03 17:26:23,uYfYo6EAEqc20W2lpQTZ9w
2017-06-29 16:24:44,izU3WQYEo_JP1C3cBHeCDA
2018-08-25 01:30:57,GiKsKNISOJmkL6cj3dfD_w
2017-10-25 04:23:15,tjyQWyHT9wn-m2dp4Z23Tw
2018-03-07 03:42:53,hpicQzDeQcQTJRajI7qCFg
2018-09-04 19:46:02,UrA5-X-3xsr5iigqgR7qyA
2018-04-28 17:17:10,GxjTCVKtCTj3JAnqNSV_FQ
2016-09-07 02:58:21,G13dtz_auxJEgdE9pecJHw
2018-04-28 21:48:00,JDnl7K2jnooF8SH5Izp27A
2018-05-22 17:17:18,hwil9Wnvp2OMiZUWPjjL8Q
2017-06-07 07:33:25,h3a1o3CuDZjXNIP2BjMyZQ
2016-02-13 05:03:42,8v-Ok9Js-492ib99ZztBrw
2016-09-07 11:21:54,x8cJQZalSyX7coQ0s8TI_Q
2010-03-27 17:23:31,kUoK9pud4k_6TJuLTdXNgQ
2014-04-23 07:29:35,D-A3DeMElp_b6TqZDqeErA
2017-10-16 01:58:54,XlO3nFivZ_r5AxMqIZnf8g
2018-07-08 21:53:06,aGuJ5KcweJ-l0U1d0J2p-A
2016-11-12 03:13:14,mTJP9lQZTOa70F2e7lQnEA
2016-07-29 03:09:32,vPHPO5YfL7p8rvD9JUvX6Q
2015-12-07 03:07:18,SnVkCxnFDUOsQFIzIJTZ7Q
2018-07-28 21:07:09,S9nq_KZicTZnPRk0-JP8eQ
2018-05-29 15:25:03,AQk4ZyTbMP-w1uHub5n8hg
2017-12-20 04:51:22,q-lkQAeIUFl3PkRXUjbdbQ
2018-08-26 03:56:17,BSO6dN9TLwKC0P1uMOx5Pw
2012-08-18 01:56:53,uqr6BtY43zSlYIreahzS5A
2017-06-29 14:41:36,sYsYE9UEbOMA_A740Nqt9w
2016-09-10 09:24:53,5RCnImFJmG8ZJuuS8Y2gYQ
2015-02-28 20:23:47,8fdmsFF6qvTH108vzw-gdA
2016-07-04 07:17:29,NWEG1YEgxt9-wMWzq4Bmaw
2014-06-12 23:51:54,kYH95SY0t1vH3HwCFpNySg
2016-06-01 13:33:09,iaYMnAVgyfJPfx0WO6AvIg
2012-05-07 01:41:43,ybcDApobSA23RQF6kAFGMQ
2017-11-09 17:15:54,YRvFbrPNBCRdl4l5-Ce1eg
2017-07-20 05:50:37,wB1U8Dza-LovuIkr17Eedw
2017-10-03 00:42:26,HA0V79x69rJVJxUPwHl8xw
2016-07-28 11:28:30,2HxfKhwy7A3uUNAkmiXSgA
2018-04-27 20:55:38,g3H7-r9tI54ul_vhJxyj7w
2017-10-14 18:03:48,FPkSz-62P4KPrNT_9Mp9Fg
2016-10-29 15:58:38,HJgyXy8_Qytn3C15DJD7UQ
2017-11-09 21:18:17,a3S8PC6Apbm8t09fZI1SQQ
2016-12-04 03:37:14,9HL8VDfZL5VNLZLr1Q2sHA
2016-09-09 17:13:14,lse1McZYzvGurHCFRsYGZA
2006-08-23 17:57:16,ZysvcYxaeY22yBvUR14d2A
2014-10-31 23:56:45,xce5nRuiSzRb2OgCSR7mpw
2012-04-30 20:33:27,4JLyCSUrPig82bCMcXAFlQ
2014-04-20 13:37:08,6XjReRxI6e5lGBUoBVcCpA
2011-01-14 02:22:08,hr1YMRK34NCzxrksMMfbCw
2018-06-10 17:36:39,RfHDCgkQCGMHeRa2JjhKXA
2017-10-12 21:57:46,q-uHD1Axlsbt8DewMroDpg
2014-12-02 19:56:00,hP0wbwgsV-hBfnBcipIEJw
2017-10-27 05:11:16,5wW7NJ-qk-MNggTrEkrUcA
2016-09-07 15:04:09,ZzK9e8AVi0tYKoTqZL1JNw
2018-07-12 19:06:52,uwb9WC5toQByA6DFCXVPfg
2017-04-08 16:36:00,CNzovrIzr5J2ZUPDgEyGnw
2012-01-05 05:25:02,KKV08erBSsK_kNWeBcIDIQ
2016-11-10 03:39:53,TtjHt2sI7mlPxejGAIulEg
2015-09-09 19:30:17,QgaWzblNZWKwr-MOksABNA
2018-03-25 12:07:44,g0nJtDfVW0q0PlPXGIva6Q
2013-09-09 02:29:13,tKTrAxnoB29d2yvsaxqSsw
2017-12-06 01:44:07,-4_kSg1dY9s0vgbHuCBoyQ
2016-01-31 02:25:47,SGPEso6I-kpzSktkSXefsg
2017-05-15 21:18:32,GG6nLMj3SognpnSI_tjeZA
2017-07-30 01:22:16,UdFaMUlEbc45O_ZvHm_DjQ
2016-04-01 22:24:46,tohPZLnWB4u_KweiUzzu0Q
2015-09-25 10:45:51,l7DdZMl_qsSRob2fXPrKog
2018-04-06 01:23:30,j8ZbskTNnCkMxxwwZvUmYA
2016-12-04 18:58:34,T3yk-uQpMzi5bNZYRsyoTA
2015-10-20 23:54:02,jfZRlbWTETOZKp9uAkmm8g
2008-01-05 19:35:57,hzL9TxUhxqWyE6w5wMfg2g
2017-05-01 18:00:15,Qp7V1ya72qYQwT2ewd8beA
2012-11-07 21:29:21,9X2cecgcNUQFkNieZ3OUmw
2015-01-07 00:15:53,rq_zgrfiCl_FkG_UlFerXQ
2018-01-21 19:29:49,Dr9VZh5MPtWVfYvyqdIJOA
2017-08-17 22:25:00,gYiNqFwM73k0t1lZY22ZNg
2017-02-22 19:27:27,la7hfaSg30vrW3lkloCWAQ
2016-02-01 00:17:56,yRZ-GUc15hQZmbOzqgzEjA
2018-03-17 19:41:04,PeiPxv7qOoNnmDtPJPXibA
2017-09-01 17:51:30,agEr5wexNrcA1P58xJ9y2w
2017-03-05 19:19:43,-UXUrOTYO0NYUVYBjrznSQ
2017-03-16 04:15:19,k7bnvkrKbvOv_QfqRnVOpw
2014-06-28 16:09:54,f4cpHb2XUk8wsZ-xSSMKCQ
2012-02-03 01:35:20,TImNPbF5M0yYd4zMTIApfQ
2018-02-02 16:45:01,yhDj4JsUjD7uYTFnya5-jg
2016-04-24 01:50:29,mZr612p3BtKkLDA6k0_kTw
2007-06-14 19:31:45,6wNZv8sODRFP-VoY0IErJQ
2017-12-16 19:54:09,xPHabD4oH9IZwNz6QDF8fg
2007-12-18 23:22:31,9zw87XZVJ73FaKlZCa38Jg
2018-06-21 19:54:17,jPj3kHKk273rNYq0rMJi3g
2015-10-20 15:57:22,JbK3NQN03FhkK_RMxyLj9w
2018-09-04 17:04:09,VB-RUXUPOhKSDW1TJZreKg
2018-04-08 01:51:12,MG-P7cUy9L223rfmNSs1-Q
2018-06-10 21:59:33,UCx9uqy_Dbi8WSU5J-kDdA
2017-07-11 13:16:50,0Y7xtmNZcb5EitgwPRmJPA
2018-07-08 22:29:13,V9nofz_Tkb0kKOCGnE9uKA
2017-12-05 11:11:11,rufIp6b4rOwQ4sUu0D1TSw
2013-08-07 01:59:11,Wj2bo62t6xoJjlmpGToF5g
2018-06-21 00:40:26,TlARD5TY6_cTtKyyuWzMAQ
2016-03-07 20:01:51,sQSaneMPpWpwCRYPdUVgMw
2018-08-05 19:25:53,6wXaLPHWKYuU_jsuUZoO4Q
2018-06-20 16:25:42,QbB_mwYj7bRB0vTlfoROpw
2013-09-09 00:45:10,gE6MkiQsA94Ot4kXkEUP3Q
2017-11-20 03:15:31,SWuEa1KvWwLVb81OH_Sd8g
2013-03-20 21:12:38,fX60FBQlnhiObAm5L13brw
2018-09-30 01:46:24,GiKMPx6GG25YOS_UpYCRuA
2015-11-21 18:24:47,3e5mfF3DxAIN_itIzjBfjg
2018-02-25 22:10:26,2OvAkdb3Z1ywncV3-1e0gw
2015-07-18 01:55:26,F5197kGA1c6SrlOO1WuMGA
2014-10-14 18:53:42,lWrLh9CQ_IhBc6wcwzFYrg
2015-04-29 16:55:16,6wGIJ38bcmCJ81CMjOCdhQ
2018-04-30 20:09:03,la3eIsQKi1NNCj69C64lfg
2016-05-09 18:06:23,NYRZijqvJLt1Ht4hAsM2Ow
2017-09-10 22:47:10,uctczfIXNGMEOkSDreoNbw
2017-10-28 16:32:09,CZbHNSNhAhNa7p_eDvIDfw
2017-10-28 18:02:43,ZX2ASI56GjF60BacDh6YmA
2017-01-29 19:30:13,2FDKqXrGP63knP4iToTXcw
2016-09-07 14:48:18,12ijQWFK_WeLJXhtoI56Pg
