review_id,user_id,business_id,stars,useful,funny,cool,text,date
KHWEPxVQYOOrhKNXOmPcyw,mIhyBkwPmOBymkDN_zZzxw,aSJdDcspNCf-2oNF2E6SJQ,2,0,0,0,Order here on Sunday weird just one of my burgees was cold and the other one was hot didn't expect that but I won't be dining here .,2019-04-16 04:19:24
ZMbYB60SUUBoRvlOixd4gA,ERFfbEWAeqEF91ipoaUu6w,Mnr3Qp-sPIpuIjKzENqxVg,3,0,0,0,"It was ok, the butter sauce was garlicky, which I like, but needed actual seasoning. The crab legs I got barely had meat. The shrimp were nicely cooked and they used the gold potatoes instead of the russet that a lot of places use, loved that! Ordered ahead and the food was tasty on time. Not my favorite, but still not bad!",2021-02-23 03:07:42
nUYdF-H8l3c8LMQbisg7gA,ipjlD-L4w_ktG05iJECxlg,aSJdDcspNCf-2oNF2E6SJQ,1,9,3,3,"Wrong! I treat everyone with respect until they offer a clear reason to stop.
At first, the employee refused to speak English, no problem, maybe I wandered into some odd part of the country. I finally conveyed that I would like and a drink and she told me the total which was something under 20$. I made it to the window after a long wait for only two cars 
And the employee has this hostile demeanor. I decided I didnt want my card vanishing through the bulletproof glass and handed her the last money, two tens and a one.  As soon as the glass slammed again I realized my error, now frantic because my flight was to depart soon. The window opened and she shoves the bag at me as if it were on fire and I said ""I overpaid"" and she responded ""yes, you did!"" Sneered and slammed the glass. Now im holding a bag of food I am worried about eating because of her attitude and am really eager to throw the food into a suitcase and get on the plane. 
I am not anti Midwestern, I grew up near STL. Maybe this employee was having a really bad day. This isn't even about the dollar she stole, it's principle. If I had been a jerk to her I would almost understand her feelings but I was kind and patient. I already called corporate with her employee number from the receipt.  To be continued....please",2018-02-22 03:45:20
goFm1uuCObf79pmue735qA,0pao5mV7jHfkTx1Py8YE_A,aSJdDcspNCf-2oNF2E6SJQ,1,0,0,0,"The whole time this establishment has been up there has been nothing but issues. They never get your order right and / or they don't have what you want. Also, it's always a 20 minute wait time for the drive through.",2021-11-16 21:04:04
-S-IyEMZDfA4ueo6FLQBWA,xuiKXdLqy1xrmlvCEL7EHg,Mnr3Qp-sPIpuIjKzENqxVg,1,0,0,0,"I love the other Krab Kingz on Delmar.  Do the same people own this one in the hood?  Couldn't be, there's such a big difference in the quality and service.  Rinky dink anorexic crab legs, waaaaaay too much ""cajun"" seasoning, just straight hot for no durn reason.  I ordered online, so paid an extra few dollars for tip and service fee.  Paid extra for some butters and didn't get them.  I guess it was my fault that I wasn't able to eat the food because it was too, since the description says cajun.  Silly me, I was going by the pictures, thinking that was the actual food they served, which not one of the pictures has flaming red food on them.  If I saw a picture of the food I was getting, I NEVER would have ordered this.  But those puny crab legs, OMG.",2020-09-28 01:06:08
iVvPKiJI7H-V3zd4QCCaEw,YFxFTn8xUXkl-zhqlESMBw,Mnr3Qp-sPIpuIjKzENqxVg,1,2,1,0,"Waiting time is crazy! We waited in line for 30 mins to put our order in and over an hour to get our food. As for the taste, I have no freakin idea since we still havent gotten our food. Wth",2020-02-15 02:31:27
XiJVNCnrug48OjuWeyycTw,6zdHISU9sX7DV9uC6f2vvg,Mnr3Qp-sPIpuIjKzENqxVg,1,2,1,1,"I ordered online, got there and my food wasn't ready after 30 mins, I checked and they didn't even  put my ticket in. I asked for my money back after waiting almost 2 hours and they tell me it's no refunds even tho it was their error. This is why is so hard to support black owned business because of horrible service, yeah I Will never be coming here again ever. I'll stick to my other seafood spots even tho this location is closer I'll drive a lil further to get the service I deserve..",2019-06-02 02:12:54
0NVbl57X_bq6mJ2JnKdKrA,VD1zLrgNBcztR10sTpNm3g,Mnr3Qp-sPIpuIjKzENqxVg,1,6,0,1,"Went to pick up an online order for my wife. I don't even really care for seafood but the service seemed to moving quickly, but then I noticed people that came in to order we're leaving right back out with food in hand? So I let it happen once more then I asked the girl what's up with my order it was placed online. She said one second let me check she proceeds to the kitchen to ask. They didn't have it all along my ticket that should've been taken to the back was sitting pretty lonely on the counter by the register. So a nice lady I assume management comes over and apologizes and mentions they will give me an extra crab cluster for my wait. At this point I'm pissed but I believe in karma so I waited an additional 5 mins (oh I ordered online between 755-807 and didn't leave the place until after 9) and so I walked to the counter and asked for a refund she then screamed to the back for them to get my order up next wish this was the energy after you seen me waiting here for an hour but whatever. So she comes around the counter again to inform me they don't do refunds even though this was not my fault she offered me a free meal not of equal value but she offered a free meal to come back in to receive. My suggestion is to just dine in or order when you get there. My wife loves seafood so if this would've went differently we would've been there at least once a month and a few pick ups in between. Good luck",2019-06-02 12:03:56
i0iQyYIoNU6mssCu3VPh5A,bEWmzGhxzOT0RZSadlzbog,aSJdDcspNCf-2oNF2E6SJQ,5,0,0,0,Best service ever! Steaming hot white castles when u need them!,2021-08-04 14:58:19
CZvsre2IojVs5zcxIyrOpw,8NAN_3kWzNtvXFR01voVbw,Mnr3Qp-sPIpuIjKzENqxVg,2,1,1,0,Overall the food was cooked perfect but it was sitting in a puddle of salty butter & seasoning which made it hard to enjoy for me because I'm not a fan of using a ton of salt for flavor. I ordered the spicy Cajun seasoning but I got more salt than Cajun flavor.,2019-07-31 14:14:55
QPcgbTFbgxs-_ido72uoDQ,t1laGFTiJtDaGFnA9clYPA,Mnr3Qp-sPIpuIjKzENqxVg,1,4,0,1,"My fiancé just left Krab Kingz Restaurant in St. Louis. We wanted to try the popular crab legs. The prices were a big pricey but we wanted to support a black owned business. After ordering she noticed that there was a lunch special written on a piece paper but was not advertised or mentioned to her by the owner when ordering. The owner was really rude and said that he could not changer her order or refund her money and that she should try the lunch special next time. This is unacceptable, especially from the owner of the business. The employees apologized for his behavior.",2019-07-23 19:25:22
O3yxekm2uG3RmJSG9Jdouw,qBaEKpXuVSWjbeqnU8Brbw,Mnr3Qp-sPIpuIjKzENqxVg,2,1,1,0,Went to pick up my order. As usual it tastes like someone dumped and entire container of red pepper in the container. But what really pissed me off was I just spent 70.00. I asked the young lady for a CUP OF ICE. This heffa said 2.67 for a small cup of ice. NO DRINK NO NOTHING. GET YO LIFE KRAB KINGS I CAN BUY A PACK OF CUPS FOR THAT,2020-07-17 00:43:17
oo7-r8_j4Sb6FmdGKo1qZA,PqfxWMsJav8tE5YOiz1xwQ,Mnr3Qp-sPIpuIjKzENqxVg,3,1,1,0,"I attempted to call in an order in an attempt to minimize my wait upon arrival, only to be told that they don't accept call in orders on weekends. The young lady advised me that there is only a 10 minute wait at this time so I decided go in to place my order. Once at the register I attempted to place my order for the #1 and a fish plate. At this time I was informed that the don't have any fried foods, I felt the need to let the employee know that I have ordered the fried fish plate twice within the past 2 & 1/2 weeks from this location. She then proceeded to tell me that they have a large party reservation coming in so they are not making anything that requires a fryer. Im so disappointed that I now have to make an additional stop to get hubby some fried fish as he does not eat shellfish at all...as I'm walking out I see another patron enjoying her fish plate at the bar UGH!!",2020-02-15 23:52:33
zsIck-x89pvdN1h-GQPdKw,9W5o1uCqYH8uXs0aeC0gng,Mnr3Qp-sPIpuIjKzENqxVg,5,0,0,0,My friend and I came in and were immediately greeted by everyone. The owner talked with us for awhile about life in general. He was very personable. He serviced everyone in there just as a waiter did. He was very friendly and so were the staff. This is one of my favorite seafood spots to go to! They service is fast as well! Everyone is accommodating! I visit quite often and guess what; the service is still awesome!,2019-11-15 17:39:28
X3qgGPCHMvelEEAoYBIRXA,x21qazD-sSJKNX7y0zSWOg,JmOL5qRHdqVqTQ1dp2ZKSQ,2,0,1,0,Very impatient messed up my order and the food was coldWould've been nice to get some positive response but everybody got irritated that the order got messed up people were miscommunicating left there I am more frustrated and each other and then actually completing the order I know they could do better seems like good people though,2018-08-06 22:58:04
TxwTqcyHR_N951orlmH_Pw,ACTPdn2LptJs-_h2otioZg,JmOL5qRHdqVqTQ1dp2ZKSQ,2,0,0,0,"I have been to this location multiple times and it appears to not be able to handle a large flow of customers. If it's busy, be prepared to wait for an undesirable long time for a drive thru. I ordered a simple frozen strawberry limeade . Took at least 15 min to get to the window, where the young lady stated they were having technical difficulties. The entire staff looked like high schoolers and they were joking to each other. I repeated my order. She proceeded to give me a regular limeade and when i told her it wasn't frozen, she replied it was. I shook and it was not frozen, just the regular ice. She was becoming confused but thankfully got it right...with of course syrup dripping down the side of the cup . I had to show her the cup to ask for a napkin . I'm surprised they didn't offer something for a free drink, but i was just glad to get out of line.",2018-05-02 03:13:54
iX9kY8nXaxr6prWk9z4jAw,h3S3vzF8H5VmPNUzfPLCag,JmOL5qRHdqVqTQ1dp2ZKSQ,1,0,0,0,"If I could give this location anything lower then 1 star I would! Ordered a double cheeseburger with mayo, bbq sauce & pickles. When I got my food it had ketchup and mustard along with pickles & mayo. No bbq sauce. I took it back along with my receipt asked for my money back. The food was taken to the cook who scraped off the toppings & added some bbq sauce. When the young lady came back with my money the cook was behind her reprimanding me about the burger. He proceeded to tell me the burger comes with ketchup & mustard . I have ordered this numerous times & it has never come like that. I tried to tell him I hate mustard & he continued to tell me he made it correctly. If this location closed tomorrow I would not shed a tear!",2018-01-27 02:15:32
bk_HYsSxsa98-aj9kYmSIQ,ybc05luhM2JQiO6hT0kt2A,JmOL5qRHdqVqTQ1dp2ZKSQ,1,1,2,0,"Absolute worst Sonic I have ever been to, they are very unprofessional and don't care about their customers. I will be calling corporate because of the behavior I experienced tonight. I have never been treated this way ever.",2016-12-03 03:52:58
Ha090o2NF0aFnhnodq6Ydw,HL6sLHx2nyKFos471H1JyQ,JmOL5qRHdqVqTQ1dp2ZKSQ,1,0,0,0,My food was cold. The cheese on the burger wasn't even melted. Fried were over cooked. I asked for a root beer. Received a half cup of Dr.Pepper. I'm so mad right now $8 down the drain. So disappointed.,2018-09-14 01:18:34
37juReYHal3Wcjja2uZ7JQ,ROdQcyL8H7BnK0h3-cG9BQ,JmOL5qRHdqVqTQ1dp2ZKSQ,1,0,2,0,"The good Lord knows I tried to with his Sonic, but after 3 separate instances of the same thing I think it's time for me to give up.on it. First, I humbly urge whoever owns this Sonic to pull a ""Secret Boss"" style pull up on their employees because this particular Sonic is a HOT dumpster fire mess! Coming here is a gamble as to of you will actually recieve your food, so NEVER ever pay at the stall. You'll wait for like 20 mins, no matter if you go through the drive through or pull into a stall. Of you are brave and have the free time to be bothered with going into a stall, if/when you get your food, check it and your change! If you decide to venture through the drive through, you may as well just drive to the window because you will have to repeat and wait for your order there. A benefit to this is you can somewhat watch the get your things together. I'm literally sitting at the window as I typed this entire thing- STILL waiting on a shake! 
Like 5 people behind me have pulled off.

The single star is because the employees are nice enough.",2018-06-07 20:45:24
v0l29IEzYrRk99WI3ZjnJA,HR5TCqAjP9rlM_n_BA0JfA,JmOL5qRHdqVqTQ1dp2ZKSQ,3,6,5,5,"Man finding a Sonic in St. Louis is like seeing a rainbow on Black Friday evening! 

As apart of my Ferguson / Jennings support I felt it only right to stop and get some ice cream. Plus even though it's just Tuesday, I've had a hard week and deserve a banana split with extra everything!!! I used the drive thru and the service was friendly and fast. The banana was fresh (not brown or overripe) and the toppings plentiful.

If you are in the area I suggest you give them a try. If you can, support that area - we are one city.",2014-11-05 02:38:19
H14Q1IsgwgPetlbFSuK4wg,Wnuy1CGp4KCkaR9OY8QKjA,JmOL5qRHdqVqTQ1dp2ZKSQ,1,0,0,0,Wayyy to slow the workers don't wear gloves they eat food while back there. Seen one worker eat lick their fingers then continue to serve food with no gloves or washing hands,2020-11-17 22:39:43
u6T-8V6q1bV-PRS3nDFGog,mNYpkSBZATDyKMbDEDyoOA,PbLOYYF-qoENx6Cy2zLK7w,4,0,0,0,"Missed Chopstix which used to be here, new owner has a broader menu offering and better lunch combo pricing/value.  Garlic chicken was flavorful w/plentiful vegetables, fried rice was very good.  Egg roll and crab rangoon starters good but a bit greasy for me.  Others in group enjoyed their meals. Glad to have better local option back here, hope they succeed!",2014-06-30 19:03:26
R83YvyAZcbWStaIm95NW5w,xlgssuC3d-IN2-jfXfwm5A,PbLOYYF-qoENx6Cy2zLK7w,5,0,0,0,I love the selection and that they have St. Paul  sandwiches. Don't like the cheese on them so I always get it without. I'm a classic girl like just mayo lettuce and pickles! The lo mein is good a little greasy but the meat is always full of flavor. The wontons are flavorful but a little dry. Still good though. Love the fried rice!!! Their workers are always nice and the food is always super hot when its delivered!!!! Also if you order so much they throw in cookies or egg roll! I really like this place!!!,2018-04-07 18:38:03
oidk5f7t-IFvtTlgfO5w2A,nZhmPaZrHgF4N1shnL3T6g,PbLOYYF-qoENx6Cy2zLK7w,4,0,0,0,Really enjoy the food and the speed in which it's prepared.  I could only ask for utensils and napkins with my to go order to make it better.,2015-10-02 19:19:25
ffD8Fpk3b8823lc69xKLLw,FpZQNN3d0c06eozeLYbqTQ,PbLOYYF-qoENx6Cy2zLK7w,5,2,1,0,"Much, MUCH better than Chopstix (restaurant that used to be in this location). In fact, this might be the best quick Chinese place I've been to in all of St. Louis County and I'll tell you why - Usually Chinese places like this give you some kind of bulk prepared fried rice with your lunch entree, and if you order the actual fried rice entree off the menu it's usually better quality. This place actually does each individual's portion of fried rice for the lunch combo made to order, so it's fresh and it's actually the good stuff with bean sprouts, etc. I love good fried rice so I really appreciate that.

Since they've opened (I've come here at least once a week) they've actually REDUCED their price which is unheard of. Where can you get an appetizer and lunch cobmo of this quality for $4.95 after tax? Sheeeeit.

The best part about this place is the quality though, everything is freshly made to order and the egg rolls are very good (I'm not a fake crab rangoon fan so I don't know how those are). 

I recommend the Kung Pao Chicken.

The owners/employees are very friendly too. 

I hope the recent protests and subsequent police presence around this shopping block in the Ferguson/Jennings, MO area hasn't hurt them too much. I'm as surprised as you are that there is such a good Chinese place here on W. Florissant.",2014-09-03 16:35:03
L6rvVXcRjsCtlG9Xv09XSg,vJH0qpV7sTxVHlH7n8iUXA,PbLOYYF-qoENx6Cy2zLK7w,4,0,0,0,"Really good food! Fast service, food is pretty fresh, and the lunch price can't be beat for $5. Check it out!",2015-06-15 18:51:12
ZHXKyqOCfKJ43vxfbhLgOw,DesdS3JFnf2eHfJd7qAiPw,PbLOYYF-qoENx6Cy2zLK7w,3,1,0,0,"China King is a dine-in or takeout joint in the Buzz Westfall Plaza on the Boulevard (aka the former Northland Plaza), located at the site of the former Chopstix.

I don't know if China King is a chain, or just a very popular generic name for a Chinese food restaurant.

As a frequent Chopstix diner, I was anxious to try this particular China King so I could see how it compared, and how it was overall.

For my family, I ordered the Singapore Noodles, Seafood Delight, Fried Steamed Dumpling (eh, basically potstickers), Special Fried Rice, Eggrolls, Fried Chicken Gizzards and Hot Braised Wings, to go.

The dining area is just ok. It is quite small, and I have never cared for the windows being uncovered. The decor is nothing special, but decent. It looks clean, and it's still better than the often dilapidated seating at the typical ""city"" Chinese (primarily) take-out restaurants. I was there in early evening, and there were other take-out customers, but no one dining in at that time.

The dumplings may very well be made in-house, and are shaped a little differently from typical potstickers, but were good, and come with the usual vinegar & soy sauce mixture.

Eggrolls were good, possibly better than average. I don't know if they are made there or are provided by a vendor.

The gizzards had a great flavor and were simply seasoned. Very lightly breaded. 

The Singapore Noodles was quite good! This is made with spaghetti-like noodles, and contains a bit of curry in the sauce. 

The fried rice was very good, and rightfully so, as many Chinese joints in or near the city simply must be good at fried rice! China King did well here.

I forgot to try the wings, but mama said they were good.

Now, I might've given them another star had their Seafood Delight been on-point, however, it wasn't quite there. When you serve dishes like this, you simply must make sure each of the many ingredients is as fresh as possible, from the start. While the dishes were prepared with skill, some of the seafood items were... dicey. The shrimp was super chewy and just not the correct snappy texture one would expect. The surimi (sea legs, imitation crab) looked good, but tasted off.

They threw in a few crab rangoon, since I had gotten so much food! They were good, a bit sweet, no noticeable crab, but then that's common with these things.

The bottom line, is that this China King is a winner, and is much better than most any Chinese restaurant in the North County area. You will not find food this good at Lisa's or anything else nearby. 

Generally, recommended!",2016-03-30 01:38:11
x_dj37MKSdbtiXseiLqKVw,vHsb8W0HLgd30wcvmBOdHw,PbLOYYF-qoENx6Cy2zLK7w,5,0,0,0,"I come here all the time. Great prices, good food and friendly, fast service. Definitely worth a try given the good price as there are not a lot of options in this immediate area for Asian cuisine.",2020-02-13 16:41:40
IRQEd1SV7M9bkECGNV3xvg,vG73PwW2u43An4_b4CGSuA,PbLOYYF-qoENx6Cy2zLK7w,3,2,0,2,"The food here is ok. We ordered the plain fried rice w/ bean sprouts and green peppers, crab Rangoon, and a plain St. Paul. The fried rice was pretty good. I added my usual hot pepper and soy sauce to it. The crab Rangoon was a little bit too sweet for my taste but was fried perfectly so I had no problems eating it. Now the St. Paul was mediocre at best. A St. Paul is basically a fried egg patty sandwiched between two pieces of white bread. The sandwich usually comes with mayo picked and onions. I asked them to hold the mayo and I assumed it would have the pickles and onions on it. Well it had an unmelted cheese slice a tomato and a piece of lettuce. The patty was not thick. Sorry, no pictures for this post.",2022-01-04 19:12:39
NBUz80TSnOrlP2UtIADutQ,31N3UJj6j8D7zKxFaSVyXw,PbLOYYF-qoENx6Cy2zLK7w,3,3,0,0,"Summary: Standard Chinese fare in a divey atmosphere. 

A St. Paul sandwich with American cheese?  That was a surprise. The cheese slice didn't pair well with the so-so egg foo yung patty. The fried patty outside lacked outside crispness. I regretted that, though it meant the thin patty wasn't overcooked inside. 

Mayo was applied as a blob rather than spread on the bread. Lettuce was a curled piece that covered the dressing instead of  the sandwich. It wasn't a bad sandwich but not very interesting either. 

Take-out only.",2021-11-13 17:57:28
_X7oz19v8TSFLgbY8b9hkg,e15MFHa46RwR4J7hQFNeQQ,3vIIV9SNBbP9TxB9iHXlPg,4,0,0,0,"I agree with others; excellent food, probably best Chinese in the area for sure. Very fresh, hot & my to-go order was packaged very well. Nice to see the care put in all the way through. Price was a little bit much for Chinese, not outrageous by any means considering it's very good food, but figure $10 a head before beverages. Will definitely be back when I'm up in North County.",2010-09-02 21:53:20
X1-VQ0LIWyim-vP0y0j2ew,HnziyG9F5PxAscAgrbaqOA,3vIIV9SNBbP9TxB9iHXlPg,3,0,0,0,Very good its like a new age type of chop suey. I prefer the classic ones but that's just me.,2014-06-07 23:58:16
8jyIfhOHaOosWpwNZ7boBA,55NM98uFBptY9NDlvLXikg,3vIIV9SNBbP9TxB9iHXlPg,5,1,0,0,"This is now our go-to place for take-out.  Wife usually gets the Honey Walnut Shrimp, i get the Singapore Noodles, heavy on the curry.  She calls in the order as i leave, it's just going in the bag when i arrive, still hot when i get it home.   Try the spicy cabbage on the side -- outstanding!
Everyone there has been friendly & helpful.   And watching the guys back on the 'range' is an educational experience.",2011-11-12 01:04:43
r1w0LBCOU_1-7C1EQaaI_g,bnVzSHI48lEHPaEzZNIqJg,3vIIV9SNBbP9TxB9iHXlPg,4,1,0,1,"This is one of the most delicious Chinese experiences I have ever had.  The food was almost shockingly fresh tasting.  I have never had Chinese food come out so quickly or be so fresh when it arrived.  It wasn't greasy, was loaded (I mean, LOADED) with veggies, and the servings were plentiful and filled with flavor.  YUM!

They have an array of specialty dishes that you don't see often on many menus, but plenty of the old classics you always yearn for at a Chinese Restaurant as well.  The peking duck is apparently a specialty, I wouldn't know, I haven't had it, but my sister did and said it was amazing.  They slow roast all their meat, so if you are a meat eater, I am sure this is stuff that will just melt in your mouth.  

I can't say I make it to Jennings often, but next time I do, if I am hungry I am certainly stopping in here.  I might even make the drive just to get this veggie loaded deliciousness on my own.",2008-10-15 20:21:50
rjoVepvvteM7T8itZETD9Q,QPS9NVkBuSuHjK3cTLbyMw,3vIIV9SNBbP9TxB9iHXlPg,4,0,0,0,"Although the dining area is a little on the small side, the food is fabulous.  Chopstix is not an old-school chinese place where you have trouble communicating your order.  The dishes are cooked fresh and HOT!  I had the Boneless Hot Braised Chicken with Brown Fried Rice & Crab Rangoon and it was one of the best that I've had at a quick, casual place.   The menu is rather extensive.

If you're in the area, give it a try.",2010-04-16 18:43:19
Q52Wx3Ouf2KGSRHWzqrIig,8o5qyA1Axxnp0YREKE2hFA,3vIIV9SNBbP9TxB9iHXlPg,4,0,0,0,The best Chinese food for miles. Don't even consider anything else in the area.,2011-01-27 23:15:13
RJNKiv2U8jYirGGXBm6Sqw,5AfZjChiQ3xMJDtSgwIyWA,3vIIV9SNBbP9TxB9iHXlPg,4,4,1,0,"Chopstix...I call you (lovingly) the poor man's Pei Wei's.  (Which, incidentally...Pei Wei's is the poor man's PF Changs, but I digress.)  I work up north, and there isn't much to eat up here except fast food, super greasy Chinese food, or a Schnuck's salad.  That is why Chopstix is so welcome.

Sure, the dining area is a bit small, but who cares.  The people are SUPER friendly, happy, nice, excited you are there, etc.  The food - just perfect.  For lunch, I'm not looking for a big ol' meal that will make me drowsy in 20 minutes.  Nope - I'm just looking for something quick and easy that won't clog my arteries.  Thank you, Chopstix, for providing that.

Their menu has all the basic Asian fare and you can customize it with brown rice, extra veggies, less oil, more oil, whatever.  If you get the combo, you can satisfy your taste buds with an egg roll or a couple crag rangoons which are medium-sized but just big enough to whet your appetite.

My only complaint is that it is a smidge over-priced.  Not by a lot; maybe just a buck or so.  But, still, compared to what I have up here, it is a fantastic option.",2010-05-13 13:15:29
DR-9WwpyTm_D8mmGZlGpLA,jTp8rRtsFoq01Juv2R0pzw,3vIIV9SNBbP9TxB9iHXlPg,4,0,0,0,"Restaurant.com introduced me to Chopstix and I think we will definitely be coming back next time we have cravings for Chinese takeout. I especially like it because the seasoning and cooking is more Cantonese style. One of the items we ordered was the lettuce wrap appetizers and not only it contains more veggies: bamboo shoots, water chestnuts etc... it's a meal in itself and literally four times the amount you get at PF Chang!",2011-01-31 17:10:55
wqSR-eVkzMnNg0zo0Rok1g,mKBl4fAqTfNts7B78aOPVg,3vIIV9SNBbP9TxB9iHXlPg,4,2,0,0,"Funky & friendly vibe is the background serving both Americanized and traditional Asian cuisine.

Greeted by a ""wing & fry"" special on a sign so I thought I walked in a ""normal"" North County Chinese place.  Then I saw the display case with the roasted duck inside.  The overall look & feel could be off Old Skool Washington & not a strip mall.  ( Old Skool- back when people took a blank warehouse, paint, minimal furniture and one idea to create a biz ""check panaramic pic"". )

I ordered the curry chicken & it was good, but not as spicy as I want.  The meal included a drink.  The service was friendly with get your own drink & I will bring out the tray of food when it is done.",2011-11-09 19:44:52
