user_id,business_id,text,date,compliment_count
f3AZHdFgVpB5oglDz4kvyQ,zrd6bulYNAKhCdSVtJ8aXQ,Apple sauce eating contest for the kids Monday night!,2010-07-13 00:12:22,0
P6vRbbkofZrkEPxVzM4tsw,hHTo8EhV8nLPLcO4SHmQgQ,Staff are awesome!!,2016-01-30 23:35:42,0
d8FwfuFM9SJA3kU_cIQ3aw,j6ZbvZ61szApc-EXvKgumA,Tiki Bar is so much fun!!!,2015-05-31 07:02:52,0
YVBov5J8Qit5uqlqwp7aKA,FqHuK8GngSTqD-64mIdBrw,"Pete, I first visited in 2010. Your wife was very beautiful and kind. The curry chicken was out of this world... Fell in love.  Over the years,  I have encountered your very bad attitude.  I put up with your attitude but when I began getting mostly bones,  I was done.  Haven't been back in a couple of years.  If you don't like  your job,  quit.",2018-01-30 14:20:42,0
DbiZXAui0L2LGHB5E0blrw,2jy1GXVEHFIZZDV9rNBzcQ,"Fresh food, great quality.  Friendly service. Delicious shakes.",2017-10-07 18:11:55,0
_9qGWXPtC-EYQulTgXImmQ,wn1rS1Ga9xZ1BIMffnJW5A,Food was good. Service was ok.  drinks are always good at their chains.,2016-04-18 01:27:53,0
NyF7XnMtdCzUjxPdf5h9qw,Ttg0xnJpjDTlVDKC5iBbdA,This location has the clover machine!! All of my coffee junkie friends will understand the significance of this.,2013-08-11 21:20:40,0
VNSUKSZOm0-sEPl36gK54g,H061rGK0tKh5H_T104vz1A,"Definitely try the burrito elito rewards if you eat here often. Even if you don't, it comes with free birthday perks!",2017-06-13 14:49:57,0
vWWvICTldmZgz-JMui2u2w,8dUhgFXCW3VS1ID5J1nsVA,Bada boom and the pasta rotini.Never gets old.,2011-01-31 19:01:37,0
-G7Zkl1wIWBBmD0KRy_sCw,0pL-eq0ufX5jMDgVAvoHHw,Hibachi house with touch of sushi.,2015-06-03 01:40:55,0
f3AZHdFgVpB5oglDz4kvyQ,lQZDL1J6xDjL7PG-5CgkGA,Best asian food in town!,2010-06-07 01:03:35,0
scMLUgV1SzTe9TjBBuf3tg,I2vh1L9je3VAlsqNDkEIcQ,"Waited thirty minutes for my Brazilian wax appointment, just so the esthetician could double-dip! I am beyond disgusted at this unsanitary practice and will NOT be returning, ever!",2015-01-26 23:18:55,0
FNtcMpVWX_M8IQDnql0sKw,PQxwvc1KmVnwVyZro_yuYQ,Call ahead to schedule an appointment,2015-06-27 20:28:53,0
QNbyE5TLpEqyp5ZT0VIqpw,_eF0R1C8qn4tsqM5h5uyig,Crazy good. Tuna dumplings are straight from top kitchen in NYC. What a gem!,2016-05-23 00:08:06,0
BDTxlHnar4JkDaiRvBDQ1g,JJdE903Q0UhJyDcsyv62Ng,"Don't go overboard on the toppings, or the burger falls apart and disintegrates on you.",2012-03-27 17:58:54,0
wpfvF8ue3yr1m5xD4OrZNw,zrd6bulYNAKhCdSVtJ8aXQ,Great quality and service for its price,2018-02-25 12:44:39,0
Br_Smhj4sBAwXDm5G-a8tg,1c1X6tTyStXlVQMFBjQOAg,"Very Clean, and friendly",2012-02-29 16:06:21,0
LmmlX5SZAror8oRKZV6KZw,hHTo8EhV8nLPLcO4SHmQgQ,Taquiotos and house margaritas were excellent.,2016-07-31 17:22:21,0
pYgPZLIrI9EjCCwSoh9RtA,j6ZbvZ61szApc-EXvKgumA,Always love The Tiki when the weather is warm....,2014-07-05 03:12:26,0
d8FwfuFM9SJA3kU_cIQ3aw,CPsp_Jn-cpYzyb4rBU8aDw,They just expanded their space - it's so nice now. More hot foods and a salad bar!,2016-03-08 20:27:53,0
Jr2LXT34rQlGZAnSIQMnrg,-7AGjO0qnOld_GZK9dNNkQ,"Tues is $0.60 wings (traditional and boneless) and Thurs is $0.60 wings, boneless only!",2013-06-11 23:29:19,0
CTf-fQSWnVLi8BYtakjuEA,j9mqfV2PVa5GdFTK4kPi1g,Closed on thanksgiving day...will reopen on friday at 8am,2012-11-19 22:41:33,0
e3w7nYEWShsYUjbJSE577g,NbajxjmlNjYfUNr1osXpYw,Love the outdoor seating!,2014-05-06 22:08:32,0
90LRTAl9knIOAN_HwHqcBQ,-7AGjO0qnOld_GZK9dNNkQ,Day time all you can eat specials,2013-09-14 22:59:53,0
SGUhwOY_YyfKMElHdKWLZw,jK0jDNkgDzkLNusv_a_-mw,Got to be the best pizza doe flakey crusty love it and the French onion soup alsom,2017-01-10 22:30:08,0
BcEHbJuzgKTuqxMQY4AuIA,hHTo8EhV8nLPLcO4SHmQgQ,Food was delicious and great price!! I'll be going back!,2018-01-14 22:45:36,0
4StF33ZASP-kBp62BK-KuA,hHTo8EhV8nLPLcO4SHmQgQ,Excellent  friendly authentic drinks..and food. ..dessert is the Bomb..,2015-07-23 01:32:54,0
XqbxftANPq79P7qzYc66BQ,i39XLqAolwphb5zkZVId_A,Kiddie size is pretty good for grown ups too.,2013-06-30 16:23:46,0
tBlxhHAjHPY2AdMEonmylw,j6ZbvZ61szApc-EXvKgumA,"The Tiki bar full of jersey shore clowns. My kids and I are there sat July 13. One and done. The food was horrible. Chick filet chicken fingers 100 times better then the frozen tasteless chicken finger we had. Other party had chicken pram sandwich. It was ok!! I had the roast pork, WOW. Possibly the worst I ever had. The gravy was out of a jar. I asked the server. He said he didn't think so, really. This establishment will not put any genuine roast pork places out of business.",2013-07-15 12:29:40,1
MRa2O7cX1507JEOkijR8Ig,W4EklwiIeQNH6QhkcGllQQ,Order ahead online for fast pick up,2014-07-13 13:21:59,0
bi76Ih6tRv-ghYWFCJ0dag,zrd6bulYNAKhCdSVtJ8aXQ,Ribs.,2011-01-17 22:33:33,0
pYgPZLIrI9EjCCwSoh9RtA,j1Gkb3wSeo3klOEAhL75cQ,Deep Fried Panzarotti are good here,2013-07-22 19:04:55,0
HiKXqt366G3FmHZyIxM20g,1c1X6tTyStXlVQMFBjQOAg,Good old chicken.  Love it.,2012-03-15 17:52:18,0
4StF33ZASP-kBp62BK-KuA,lQZDL1J6xDjL7PG-5CgkGA,Best  Sushi Man,2015-10-03 00:47:53,0
n7T1g1k2dmWeEJDbWs7h2Q,DNuhEgKexpttzRobB221Vg,Lady that works here is a bitch.,2018-04-07 14:40:43,0
4StF33ZASP-kBp62BK-KuA,lQZDL1J6xDjL7PG-5CgkGA,Best sushi man Jack,2016-02-21 02:01:57,0
ePxjx8tee06mn5h87X-Sxg,hHTo8EhV8nLPLcO4SHmQgQ,Very few Mexican style menu choices for the kiddies!,2015-07-13 00:07:47,0
178lUNiULUgxi8fdm1zXmA,ajhr9YuUru8PCuYBJQ3G8A,"Always brush, floss, and rinse BEFORE your checkup... nice little cheat strategy for ya ;)",2012-03-26 05:58:21,0
ovKD5cs5t_w5AoN_txDbqA,vFFDwoLEBflSyPpIQq_KyA,Great place to hang out!,2014-06-09 02:35:44,0
i-v015Oa8uK4JiHe0GC8mQ,2nnVlm-_T4wk1qOpycifPA,Try the shrimp and scallop palermo,2015-06-17 23:17:50,0
btp6swRoSVQKrZbTeLJ16Q,lQZDL1J6xDjL7PG-5CgkGA,"Always good food, I love taking the wife there.  Maybe tonight yipeeee",2015-05-28 22:42:08,0
SdLuyLKsk1SX0C2ib8_uMA,IAjKQ5xmNZiK2k9l5cjKyA,Over-rated. Better off going to Primos,2015-03-15 22:48:24,0
MecnoR5_RTgjHcD3Q6Nc6Q,g3XizWCZY2FO4g-C5EWdyA,Order the Sicilian grandma's pie. DO IT. DO IT NOW.,2015-04-04 00:59:03,0
ie3HZwb8z-2_89OBSNPelA,i39XLqAolwphb5zkZVId_A,Kiddie mint choco chip,2010-08-08 02:47:42,0
i-v015Oa8uK4JiHe0GC8mQ,IAjKQ5xmNZiK2k9l5cjKyA,"Try the bland, hard, rubbery fries.",2015-10-07 12:21:14,0
Yqv92AeACSI6yhEXm4ddzw,oGDLaTRLPLz-R_KyQ3TzPA,Very good food and service keep it up,2015-03-18 23:12:33,0
4hweqhbYd2YBJlouZb-c9g,-O_IkEBfG-63san1Pwg2Tg,Best Chinese food in the area by far  and I moved from NYC,2016-08-25 23:46:33,0
1hgePsmvAkZDD9fDc3KbRg,i39XLqAolwphb5zkZVId_A,"Love love love! 

Great flavor, service and frozen treats.",2017-05-12 23:31:04,0
bzf8OqsAilnqgZsJwyQRMA,2jy1GXVEHFIZZDV9rNBzcQ,"Friendly staff great hand cut fries and nuggets. Even had a cookie, delish",2015-11-09 19:19:10,0
lWKGgTJ0KiI4tJC9njZvSg,WubmiakI4hGBwIu18haJEw,The mega fries were awesome. The pizza was very good as well.,2016-03-23 23:57:34,0
4StF33ZASP-kBp62BK-KuA,lQZDL1J6xDjL7PG-5CgkGA,Fishman Maki..my personal fav,2016-03-14 00:26:08,0
4StF33ZASP-kBp62BK-KuA,Em9xPtWJst1AYROBkDZYBg,Friendly couteous..very swift and fresh. .excellent spot to stop!,2015-07-24 16:03:44,0
sYZe8JiMi_VwEN32e3NLyw,d1fiQmHpDo4JTvw4kU3djw,You can pay your bill with credit/debit but tips are cash only,2015-09-01 21:05:55,0
7WNfrHiBjhdgBp_CyCPXGw,R05WdBQmVF4ZU9ImMV3e4A,Order the pork with broccoli,2012-12-08 23:44:36,0
mleZ0VI823iygrt1C0zwZg,2jy1GXVEHFIZZDV9rNBzcQ,First time here and love it !,2017-06-20 17:26:38,0
90LRTAl9knIOAN_HwHqcBQ,FHwIc6ckq2ySPW2WTFgdQA,"Great after dinner dessert, next to BWW and Texas Roadhouse",2013-10-01 01:03:04,0
lWKGgTJ0KiI4tJC9njZvSg,_eF0R1C8qn4tsqM5h5uyig,Good place. A little pricey but that's sushi. The fish was fresh.,2017-10-16 20:38:49,0
fTM1PqXaY422W_xrMEZhAw,hHTo8EhV8nLPLcO4SHmQgQ,Great drinks. Marginal food.  Nice place for happy hour. Miss Bensi...,2015-11-12 00:07:46,0
ie3HZwb8z-2_89OBSNPelA,i39XLqAolwphb5zkZVId_A,It's time for a treat :p,2011-11-19 23:55:10,0
IrM5z29PEYmi_aY-f0Zk5g,I2vh1L9je3VAlsqNDkEIcQ,Kim is the best! She has been doing my hair since I was a kid and I wouldn't let anyone else do my hair!,2016-05-28 14:13:05,0
zb1dJhjlW3c-IAMr0OjZaQ,Bw2X8gqOouIIznH2x_bLeQ,"Used to go all the time but recently their food has tasted strange. I usually get their chicken noodle soup and last time I got it their was chunks of slime in the soup! And my best friends sweet and sour chicken was used over from the night before. Her chicken was fried twice, hard as a rock and so dry we couldn't even cut with a knife",2014-01-17 01:30:35,0
KfkkYE14pTHHCRsZWjrFXg,rnioJAG4aQp2TJHUxLy7CQ,Delicious,2017-09-24 23:57:12,0
4StF33ZASP-kBp62BK-KuA,lQZDL1J6xDjL7PG-5CgkGA,Byob ..great service..,2016-01-31 00:53:41,0
4StF33ZASP-kBp62BK-KuA,hHTo8EhV8nLPLcO4SHmQgQ,Nice  easy to justify nice tip,2017-09-04 19:35:40,0
8JLdZKmvh0fogmwt5GWrOA,hHTo8EhV8nLPLcO4SHmQgQ,Great food and flare,2017-05-06 01:52:51,0
Cj7USRmHxWKHmBvoHsdEhQ,lQZDL1J6xDjL7PG-5CgkGA,"Decent! Haven't had their sushi,  but their Chinese is slammin! Love the atmosphere.",2014-11-16 03:20:21,0
wbkIhf4lXKsh2Xm-u8GM0A,R05WdBQmVF4ZU9ImMV3e4A,"Was great food but found a hair in my food not once but twice. Big turn off. After the first time we decided to give it another try, then regretted it",2014-02-27 21:56:23,0
t54XsVKjrtNC-ZXI8YIK9Q,_eF0R1C8qn4tsqM5h5uyig,One word YUM!,2016-06-15 19:16:17,0
DsSTEHDUdXQsk7tknLtQSw,0pL-eq0ufX5jMDgVAvoHHw,"Good sushi, good service, maybe not 100% authentic but still very good.",2017-07-22 14:15:39,0
SQ2J0vy4sUIrVfB6_qcbDg,i39XLqAolwphb5zkZVId_A,Not the best ice cream but good enough. Good consistency.  Do not recommend the rum raisin,2011-09-24 01:26:32,0
ePxjx8tee06mn5h87X-Sxg,H061rGK0tKh5H_T104vz1A,Ramon burrito bowl pairs nicely with Blind Betty's Pinapple Pizzazz hot sauce. Spicy but great flavor!,2015-02-11 23:54:27,0
i-v015Oa8uK4JiHe0GC8mQ,L3C52gVqYHm9R_2fLKQyDQ,Huge in comparison to Michael's,2015-10-17 18:40:49,0
1FUGzCm8Q6SQRdrVByXJUA,zrd6bulYNAKhCdSVtJ8aXQ,Great for the price. Better than many expspensive places,2016-04-09 20:36:09,0
MwMHeJE9TmBlRIvx_HcErA,IAjKQ5xmNZiK2k9l5cjKyA,Over priced and bland.,2014-01-24 17:59:02,0
CjJhEzdWQNEKa7grwPRQyg,QCZvkvipsfyZ_5uBy3PkpQ,Huge parking lot. Tons of coffee choices. Friendly staff. Public restroom.,2013-11-03 15:11:57,0
DMU_zGhv60Bs6rzzPBHcbw,wuoYvojFNWuRrUO2UyM47Q,Why is wawa out of gas!?!?,2011-08-02 00:08:02,0
90LRTAl9knIOAN_HwHqcBQ,NbajxjmlNjYfUNr1osXpYw,"Lunch specials are great. Sandwich, soup & salad for $8!?!? Excellent deal!",2016-02-24 16:26:38,0
0xEO0EHf9yuNQ0rA59EH1A,pl-giCFrF4Q3EATpznM3Pw,Wear a Cheeburger Cheeburger shirt for a free soft drink. Cool special offers 2 tickets to a movie & food for two.,2010-08-12 20:05:52,0
et134opthbP9j6qk_6sp-g,3a4WbB1do5QXwtVEwDiZcw,"This is a great place for couples massage, or deep tissue massage at a great price!",2018-03-24 17:40:41,0
i-v015Oa8uK4JiHe0GC8mQ,H061rGK0tKh5H_T104vz1A,"Try the blackened fish burrito with ""How big is your stinger"" hot sauce. Ouch and Yum!",2015-09-20 00:52:26,0
57SQLiv8zBgpSFuQkOMGDw,ehgbrFRHCmHHj9-l71VijA,Get the Bensi Lava Cake if you know good eating!,2010-01-21 00:08:46,0
c7Kb5z9sTWgvx1OwmrPjWQ,zrd6bulYNAKhCdSVtJ8aXQ,Fantastic food for a chain. My kids even ate.,2018-01-14 22:01:30,0
vFZUDAxiFZlEQgkV3VSsBA,cQM0zA4pEFkIHr3uV4H-Og,Not bad but not great,2016-03-13 01:51:45,0
4StF33ZASP-kBp62BK-KuA,lQZDL1J6xDjL7PG-5CgkGA,Best service. ...friendly ..efficient. .and pro sushi chef..and BYOB..supberb.,2015-08-01 00:34:07,0
YC6Dju4He3_4fKet4nOKbw,1xa6BsH1LT0AZ7ozLmiQAg,they do not have the 25$ mani/pedi anymore.,2012-06-25 19:07:08,0
57SQLiv8zBgpSFuQkOMGDw,PmkwSmSXmNZ57jHqKdBBug,"Friendly service, they were very quick.",2010-03-23 21:48:05,0
tYe3wHZB77lCG4ThTJ3gRQ,0pL-eq0ufX5jMDgVAvoHHw,Nice place to bring family and friends...plus a full service bar,2014-02-23 22:08:25,0
3dZm12lNAnuBVfWvwRAxTA,zrd6bulYNAKhCdSVtJ8aXQ,I've heard these cheese fries are amazing!,2012-05-20 00:16:24,0
2qfEiGZrOYwm2HX9ai4SNA,NbajxjmlNjYfUNr1osXpYw,"If you like cinnamon & red wine - get the red sangria! Fruity with a hint of spice, red wine flavor finish/aftertaste.",2013-07-24 03:26:19,0
sYZe8JiMi_VwEN32e3NLyw,-O_IkEBfG-63san1Pwg2Tg,"When ordering delivery, ask for your free 2 liter with $30 purchase. If you don't you won't get it.",2016-10-27 01:30:37,0
t770J6WDIb1KmmUSRhCfKA,0pL-eq0ufX5jMDgVAvoHHw,Don't do the hibachi sit at the private tables you get more food,2016-01-08 22:31:05,0
WTLmQ2oP9eOD_jHScOaVKA,_eF0R1C8qn4tsqM5h5uyig,"Cute place.
Everything was delicious. 
Friendly & helpful staff.
Will go back",2017-01-19 04:20:17,0
tQ2g3kVkTBG2g0Gmz4U1YA,zrd6bulYNAKhCdSVtJ8aXQ,Went again and the ribeye ( bone in) was again awesome and tremendous value,2017-08-12 13:59:35,0
Oqj5S7e7zD5FYOpa48YGgg,n1HOCV74TBVZdQdOUgp9xA,Awful. Unclean. Miserable staff. I would give a 0 star rating if it would let me.,2018-06-01 00:38:42,0
KdGGV9cAFMk7v_7BsWObag,j6ZbvZ61szApc-EXvKgumA,Tiki bar,2012-04-19 23:58:43,0
i-v015Oa8uK4JiHe0GC8mQ,hHTo8EhV8nLPLcO4SHmQgQ,"Save room for the chocolate filled churros. It tastes like a hot melted fudge brownie cover with fried, sugary blissful happiness.",2016-09-10 17:02:34,0
6Q8dQGr_DBKcmQ1aXVWvTQ,hHTo8EhV8nLPLcO4SHmQgQ,Eh.. not impressed but idk what I expected from a national food chain restaurant.,2017-07-22 21:12:20,0
J7d_c0Qr_sbeU5TagmfqHQ,UBQAksw81m0sMrAd8g-ECg,"Just tried to go eat there at 11:20 on a Saturday, closed.",2019-02-09 16:27:25,0
PT2kDWAaJ7Hubcgun5-nAA,n1HOCV74TBVZdQdOUgp9xA,Salsa bar,2015-09-12 02:36:33,0
v3mUztO72FMGgqSnbowtSQ,_eF0R1C8qn4tsqM5h5uyig,New favorite sushi place,2016-02-19 19:53:46,0
0G3nCDdQSsCaDDB0OB8a8g,bNAtOisGsO4MjgeD6TrHBQ,Tap beer available. Good prices on craft beer.,2014-07-13 23:56:53,0
ImGwI8WyU0yE301jso9Y_Q,FqHuK8GngSTqD-64mIdBrw,Order ahead!,2011-04-28 20:43:35,0
n5NatlzIpc17OOvAFqujHA,IAjKQ5xmNZiK2k9l5cjKyA,Go for the salt and vinegar fries. Well worth it.,2014-10-30 03:17:16,0
0xEO0EHf9yuNQ0rA59EH1A,FtFRMb7Wj8ok8VgFvQXASw,Really haven't had Chinese better than this place.,2010-12-16 01:06:37,0
qFwJ08Fs1Yvk-cJ98j7xsw,91LdySqWT-DHTlznXwoM_A,"They have good specials if you obtain your tee time online! Today they had a deal for $20.00 per person, Which is normally $40 during the week. The golf course was decent condition.",2014-05-09 23:22:16,0
Z6W2JaZgE9AcldePz6Bi2w,W4EklwiIeQNH6QhkcGllQQ,"Sometimes when you go close to closing, the service isn't as good.",2014-12-17 23:52:06,0
M_VKtROkjKfhuh--615g8Q,zrd6bulYNAKhCdSVtJ8aXQ,"Go during the week, after 6pm.",2013-07-09 00:45:55,0
FBwhPmcfboIVwcConFOFPA,jK0jDNkgDzkLNusv_a_-mw,Corrados is the old pizza house reincarnated,2015-08-09 01:03:42,0
4Tc2hp5aVirSk1Cx73fdDg,j6ZbvZ61szApc-EXvKgumA,Place was busted by NJ State ABC in May 2013 for adulterating their alcohol. Google channel 6 TV website w/Villaries to se details,2013-07-18 22:26:13,0
lABhRt6E1lAvG68kqQZMow,zrd6bulYNAKhCdSVtJ8aXQ,Call ahead seating,2017-12-28 03:43:04,0
f3AZHdFgVpB5oglDz4kvyQ,_eF0R1C8qn4tsqM5h5uyig,Lunch specials are very reasonable.,2016-08-29 23:29:36,0
hs9HYNgFw_aKlmv4E6X4HA,wn1rS1Ga9xZ1BIMffnJW5A,Quiet on Sundays,2011-08-08 01:10:42,0
CTf-fQSWnVLi8BYtakjuEA,j9mqfV2PVa5GdFTK4kPi1g,Adult theatre admission is only $7.00...compared to the usual $10.00 found at nearby abs. No need for any extra money. Couples are encouraged to visit and admission is free for male/female couples. Sat nites are unofficial couples nites.,2012-11-14 04:33:46,0
8tG-VOcqZctOrhmhGIhsTg,_eF0R1C8qn4tsqM5h5uyig,Yelp check in for free edamame,2016-09-15 12:02:22,0
dhLizr4a2oydrv15y56r0A,NOp5Q_8Lp8yqNKtcvxM1nQ,Get the minis so you can try them all!,2013-04-18 19:57:04,1
kcFUN5CzSEsIPA1cLk1Kbg,H061rGK0tKh5H_T104vz1A,"Bring your winter jacket in August, place is freezing all the time!!",2014-08-17 18:51:04,0
dhLizr4a2oydrv15y56r0A,TOVprh8VkxDRMwU-MlRgJg,Pre-made trays of cookies and treats to available at various sizes and prices.,2018-02-07 16:29:34,0
7WNfrHiBjhdgBp_CyCPXGw,zrd6bulYNAKhCdSVtJ8aXQ,"Took some out of the country friends. Each of us pick our own steaks. They were cook perfect. Love the frozen margaritas, fried pickles , the vegetables were fresh and great sweet potatoes   Our server was Christien and wow great service.",2013-04-20 12:57:22,0
BnWbK168RhNWimKrKcIqoQ,g3XizWCZY2FO4g-C5EWdyA,Literally the best pizza I've ever had.  The grandma pizza is amazing.,2014-07-08 17:30:53,0
Zg10ehYc6KzogXGZlHoWHw,_eF0R1C8qn4tsqM5h5uyig,This is the place to go!!! The best sushi around!!! The staff is wonderful as well.,2017-01-03 23:35:13,0
w9vvZQzxuAHMw9QChOleEg,rnioJAG4aQp2TJHUxLy7CQ,One of the best thai food i've ever had!!!! Great quality food!,2017-09-24 19:18:37,0
OBN9mBQFR7DtUjOPiooC5g,ooVtM90rPRO_ZqGLn0H4NA,Book an appointment on their website for minimal wait time at the store,2016-12-04 17:33:47,0
AgXDlW4SZQO5U7_ZlKgD2Q,-O_IkEBfG-63san1Pwg2Tg,"It was really good. I wasn't let down. Only thing, they got my order sizes wrong.",2016-07-12 00:32:00,0
V4bIBHc0XeOVv-W0wfJaPA,wuoYvojFNWuRrUO2UyM47Q,Breakfast,2011-07-16 13:04:14,0
tYe3wHZB77lCG4ThTJ3gRQ,H061rGK0tKh5H_T104vz1A,Try the fish and spinach wrap...omg,2014-09-09 23:50:38,0
c16XkqyZmLtSlZ7K-X12OQ,0pL-eq0ufX5jMDgVAvoHHw,Sweet bartender - good martini.   Spicy scallop hand roll very good - unagi roll was light - need more eel but tasty none the less.    Casual relaxed environment.,2013-01-19 00:51:25,0
zkamNMEjihh3zN7lC7_WVw,i39XLqAolwphb5zkZVId_A,Cash only.,2009-10-24 19:25:31,0
s8C7D6o_KI199rZYSFWjKw,L3C52gVqYHm9R_2fLKQyDQ,So much fun!!  Give yourself hours to look through it all.,2016-04-19 01:10:25,0
2K6e4rSuEYKJpmU37Kk-oA,2jy1GXVEHFIZZDV9rNBzcQ,Wow! Delicious and fresh food! We'll be going back!,2017-04-20 17:37:32,0
XEwEdPIjryudxfU098wapg,Hk2J1m1eRh7iQRnN4BhAPw,Order online and you don't have to wait,2020-06-17 16:11:12,0
NPu55U1BIqTOocG0L05rHg,BuFe2guP_N_0g6bBGn5mOg,Friendly's food is awful. Right up there with Denny's. Double-yuck!,2014-01-27 00:52:33,0
YC6Dju4He3_4fKet4nOKbw,FqHuK8GngSTqD-64mIdBrw,call ahead & use take out window! it's fast.,2012-04-23 18:13:41,0
J7d_c0Qr_sbeU5TagmfqHQ,FccglnZhRNkD1S-U7A8XRA,These people are awesome!,2017-04-27 22:39:00,0
d8FwfuFM9SJA3kU_cIQ3aw,QW4nFk2xVlAKgCSH7Y4iow,$6.99 salads on Mondays and Wednesdays,2015-08-18 01:05:22,0
7P7diMVagi4H_pNQRcxzLg,i39XLqAolwphb5zkZVId_A,Love This place!,2015-04-26 00:03:38,0
P6vRbbkofZrkEPxVzM4tsw,hHTo8EhV8nLPLcO4SHmQgQ,Don Julio margarita is the shizz,2016-02-19 22:07:11,0
MRa2O7cX1507JEOkijR8Ig,H061rGK0tKh5H_T104vz1A,"Make combo with chips, queso, and drink",2014-11-25 17:09:08,0
c-FDQvav6aIQrdb9589-CQ,-7AGjO0qnOld_GZK9dNNkQ,Just save yourself the trip and avoid this place like the plague,2017-09-06 15:48:34,0
scMLUgV1SzTe9TjBBuf3tg,JJdE903Q0UhJyDcsyv62Ng,why is the trash next to the peanuts?!,2014-10-09 23:33:33,0
gRN3z1vdl-VpLhwTsdx1vw,hHTo8EhV8nLPLcO4SHmQgQ,Table side guac,2015-09-16 22:32:42,0
nF-hvlQ2lTkOBDoA9QhcuQ,zrd6bulYNAKhCdSVtJ8aXQ,Bone in rib eye is yummy,2013-06-10 02:10:47,0
oqen6G_g58j1K_CGk2n30w,hHTo8EhV8nLPLcO4SHmQgQ,Food was good and service was ok.,2016-06-06 11:08:58,0
4StF33ZASP-kBp62BK-KuA,lQZDL1J6xDjL7PG-5CgkGA,Friendly super efficient...excellent  variety of assorted Asian dishes..All tasty with quality. Lettuce wrap mouth watering!,2014-05-17 00:44:04,0
DsSTEHDUdXQsk7tknLtQSw,Bw2X8gqOouIIznH2x_bLeQ,Do yourself a favor and skip this place. Blah!,2012-01-03 19:10:12,0
